order_product_id,product_id,order_id,quantity,price
78,186103,40,2,891000.0
79,235826,41,1,2791000.0
80,179338,41,3,23002000.0
81,69650,42,1,1394100.0
82,159222,43,3,1915000.0
83,268174,43,2,792300.0
84,156583,43,3,1428000.0
85,54683,44,3,1915000.0
86,90073,45,2,1169000.0
87,20692,45,1,3401000.0
88,333841,46,2,167606000.0
89,82446,46,3,815400.0
90,146187,46,1,526000.0
91,154290,47,3,1480000.0
92,213164,47,3,3669000.0
93,24513,47,1,2222000.0
94,192962,48,1,3949000.0
95,207763,48,1,1899000.0
96,51152,48,1,3028000.0
97,226542,49,3,753000.0
98,238469,49,1,1419000.0
99,191358,49,2,749000.0
100,19764,50,3,2147000.0
101,159479,51,1,526000.0
102,23888,52,3,3861000.0
103,175164,53,3,1671000.0
104,124337,53,3,12474450.0
105,22907,54,3,829000.0
106,21275,54,3,7599000.0
107,140321,55,3,10018000.0
108,106993,55,2,1568000.0
109,246472,55,1,1339000.0
110,283745,56,3,2711000.0
111,58691,57,3,808000.0
112,19162,57,3,2107000.0
113,19335,58,3,2010600.0
114,32292,59,1,6489000.0
115,147096,60,1,777000.0
116,93756,61,2,526000.0
117,679002,61,3,1571000.0
118,194018,61,3,6011000.0
119,44650,62,2,2110000.0
120,43072,62,1,526000.0
121,213257,63,2,1615000.0
122,85700,64,2,526000.0
123,110128,65,1,820000.0
124,260937,66,3,1409000.0
125,215391,67,1,684000.0
126,180041,67,2,1434000.0
127,235361,67,2,1017000.0
128,52130,68,2,1589000.0
129,205535,68,2,1607400.0
130,177962,69,1,2296000.0
131,218429,69,3,1368000.0
132,133100,70,2,2852000.0
133,171775,70,3,664000.0
134,166953,70,2,526000.0
135,244391,71,3,803000.0
136,51178,71,3,2964000.0
137,257041,71,3,564300.0
138,277588,72,2,640000.0
139,19162,72,3,2107000.0
140,52989,73,1,2784000.0
141,382402,73,1,12324000.0
142,231206,73,1,650000.0
143,384428,74,1,1268000.0
144,221517,75,1,1469000.0
145,223967,76,3,774000.0
146,88845,76,3,473400.0
147,22832,77,1,4844000.0
148,1775,77,2,1630000.0
149,376464,77,1,8584200.0
150,187702,78,3,499700.0
151,198361,79,1,3824000.0
152,246315,80,3,976000.0
153,141940,80,1,1613000.0
154,197197,81,3,526000.0
155,207629,81,1,15612000.0
156,108595,81,3,2263000.0
157,20223,82,2,3543000.0
158,170693,82,3,1630000.0
159,141210,82,2,824000.0
160,373088,83,3,19160000.0
161,186225,83,3,5354000.0
162,204735,83,1,2997000.0
163,273559,84,2,2243000.0
164,235826,84,2,2791000.0
165,173827,85,1,17922000.0
166,25131,85,2,1828000.0
167,188957,85,3,19017000.0
168,38805,86,1,1037000.0
169,158734,86,3,1874000.0
170,22318,86,1,1811000.0
171,381278,87,1,53918000.0
172,190419,87,1,15960950.0
173,72050,88,2,970000.0
174,195022,88,3,16378000.0
175,257746,88,3,2459000.0
176,24684,89,1,10913000.0
177,133102,89,1,2217000.0
178,15340,89,3,2695000.0
179,60819,90,2,668000.0
180,329368,90,1,526000.0
181,196204,90,2,2143000.0
182,83065,91,3,1641000.0
183,195198,91,1,1881950.0
184,163786,91,3,838000.0
185,204994,92,2,3328000.0
186,141344,93,1,852000.0
187,50479,94,1,742900.0
188,174335,95,1,2439000.0
189,219089,95,3,1680000.0
190,66853,95,1,526000.0
191,90451,96,1,2339000.0
192,97464,96,1,5621000.0
193,154707,97,3,1345000.0
194,174182,97,1,4058000.0
195,85479,98,1,855000.0
196,209416,99,2,607000.0
197,139086,99,3,18073000.0
198,146301,100,2,2090950.0
199,158543,101,2,526000.0
200,81483,101,2,2982000.0
201,230273,102,1,1630000.0
202,191873,102,2,972000.0
203,218373,103,2,744000.0
204,271072,103,2,1315000.0
205,59550,103,2,1961100.0
206,191306,104,3,1375000.0
207,203334,104,2,2419000.0
208,218633,105,3,631000.0
209,102633,105,1,1764000.0
210,209364,105,1,1821000.0
211,177976,106,3,2004000.0
212,300450,106,2,14857000.0
213,211111,106,1,1695000.0
214,151581,107,3,1415000.0
215,234924,107,3,650750.0
216,142051,107,2,2028000.0
217,195683,108,2,43906000.0
218,22832,108,3,4844000.0
219,225903,109,2,609000.0
220,265675,109,2,1785000.0
221,385222,110,3,1474000.0
222,230519,111,1,999000.0
223,304699,112,1,1989900.0
224,103449,112,3,767000.0
225,100588,112,2,1170000.0
226,197513,113,3,2620000.0
227,96814,114,3,1230000.0
228,159454,115,2,1328000.0
229,32039,115,2,2183000.0
230,231052,116,1,499700.0
231,20692,117,2,3401000.0
232,260958,118,3,654000.0
233,58829,119,1,1453000.0
234,105724,119,2,985000.0
235,186186,119,2,1630000.0
236,98016,120,1,6092000.0
237,207160,120,3,17059000.0
238,144097,121,3,870000.0
239,89828,121,3,984000.0
240,79443,121,3,2334000.0
241,194490,122,2,526000.0
242,98882,122,3,1795500.0
243,175220,122,1,1299000.0
244,90352,123,3,634500.0
245,172489,124,2,931950.0
246,256943,125,3,12631000.0
247,178245,125,1,684000.0
248,248101,125,3,714000.0
249,214076,126,1,671000.0
250,256084,126,3,1090000.0
251,366956,127,1,940000.0
252,256945,127,3,865000.0
253,177284,128,3,1607000.0
254,166331,128,2,7558000.0
255,109533,128,1,602000.0
256,192962,129,1,3949000.0
257,176536,130,3,1777000.0
258,169630,131,3,654000.0
259,19001,131,2,2706000.0
260,73414,131,3,1727100.0
261,23189,132,1,11338000.0
262,200596,132,3,526000.0
263,21826,133,2,1441000.0
264,31765,134,2,796000.0
265,193727,134,1,13901000.0
266,207346,135,1,2427000.0
267,119720,135,3,526000.0
268,191287,136,3,1369000.0
269,149984,136,3,1278000.0
270,118544,137,2,1029000.0
271,175008,137,1,1563000.0
272,19264,137,3,1706000.0
273,188142,138,1,680000.0
274,199075,139,1,617000.0
275,74967,140,2,526000.0
276,184660,140,3,1811000.0
277,186225,140,3,5354000.0
278,240886,141,3,2182000.0
279,137298,141,3,1122000.0
280,152057,141,3,1614000.0
281,180234,142,2,3037000.0
282,255670,143,1,1283000.0
283,20103,144,1,3047000.0
284,207405,144,3,1610000.0
285,205233,144,2,12495000.0
286,23231,145,2,761000.0
287,222623,146,2,526000.0
288,9707,146,1,732000.0
289,197513,146,3,2620000.0
290,20374,147,1,5948000.0
291,213980,148,3,1630000.0
292,150523,149,2,1562000.0
293,197318,150,1,996000.0
294,22900,151,1,1630000.0
295,274029,152,3,2654300.0
296,147481,153,1,2182000.0
297,96582,153,3,777000.0
298,186141,153,3,1040000.0
299,191322,154,3,1263000.0
300,50479,155,3,742900.0
301,190855,155,2,1522000.0
302,244894,155,1,22728000.0
303,140702,156,1,526000.0
304,196307,156,1,1644000.0
305,70743,156,1,526000.0
306,85798,157,3,526000.0
307,218232,158,1,1375000.0
308,217195,158,1,1183000.0
309,32335,158,2,20568000.0
310,169055,159,2,526000.0
311,18883,159,1,4112000.0
312,155278,160,3,1096000.0
313,188957,160,3,19017000.0
314,143832,161,1,1630000.0
315,232663,161,3,932000.0
316,15874,162,2,1680000.0
317,142059,162,1,878000.0
318,280486,163,2,1949000.0
319,191141,163,1,526000.0
320,98046,164,3,782000.0
321,278632,164,1,689000.0
322,46504,165,1,526000.0
323,142400,165,1,786000.0
324,286545,165,3,1028000.0
325,63913,166,1,981000.0
326,189134,166,1,1605000.0
327,379236,166,2,2263000.0
328,368386,167,3,17344000.0
329,142253,168,2,786000.0
330,356705,168,3,526000.0
331,209643,168,1,2115000.0
332,233221,169,3,1416000.0
333,236789,169,3,531000.0
334,222578,169,3,749000.0
335,262678,170,3,36078000.0
336,148089,170,1,1113000.0
337,274584,171,2,1412000.0
338,126956,172,2,1591000.0
339,187135,173,2,526000.0
340,170832,174,1,689000.0
341,242019,174,3,911000.0
342,206189,175,2,1436000.0
343,136745,175,1,629000.0
344,23168,176,2,1630000.0
345,90503,176,3,2979000.0
346,145285,176,2,16117000.0
347,181475,177,3,720000.0
348,197318,177,1,996000.0
349,238236,178,2,2390000.0
350,213189,178,2,2031000.0
351,64598,178,2,1448000.0
352,270336,179,1,1068750.0
353,286277,179,1,526000.0
354,230897,179,2,1064000.0
355,250445,180,1,1630000.0
356,286826,181,2,526000.0
357,23810,181,1,4575000.0
358,277044,181,1,698000.0
359,150263,182,2,1113000.0
360,71301,182,3,526000.0
361,176865,183,1,770000.0
362,106886,183,1,372000.0
363,227600,184,2,661000.0
364,266672,185,3,526000.0
365,96478,185,3,906000.0
366,219686,185,1,1186000.0
367,83063,186,1,526000.0
368,175008,187,3,1563000.0
369,25246,187,1,13131000.0
370,199514,188,1,929000.0
371,204745,188,3,17059000.0
372,181874,189,2,2445000.0
373,195331,189,1,16318000.0
374,89697,190,1,1445000.0
375,211705,190,1,11582000.0
376,185605,190,2,1630000.0
377,150809,191,1,526000.0
378,168448,191,1,2204000.0
379,377207,191,1,1651000.0
380,90527,192,3,526000.0
381,150764,193,2,3275000.0
382,52682,194,3,2282000.0
383,50399,194,3,1433000.0
384,193727,194,2,13901000.0
385,38805,195,1,1037000.0
386,204083,196,1,1742000.0
387,186103,197,3,891000.0
388,198296,197,1,2490000.0
389,21027,198,1,8814000.0
390,160893,198,2,526000.0
391,88972,199,3,526000.0
392,207346,199,2,2427000.0
393,173648,200,1,4159000.0
394,110966,200,2,3882000.0
395,240002,201,3,4831000.0
396,199336,202,2,38198000.0
397,256084,202,2,1090000.0
398,90773,202,3,650000.0
399,209503,203,2,17059000.0
400,62361,203,3,1716000.0
401,170057,204,1,615000.0
402,240002,204,2,4831000.0
403,162720,204,2,680000.0
404,71553,205,1,834000.0
405,51603,206,1,2639000.0
406,19245,207,2,5968000.0
407,243026,208,1,643500.0
408,221388,208,1,1922000.0
409,180338,209,1,1991000.0
410,276913,209,1,1664400.0
411,151322,210,3,526000.0
412,39492,211,1,2170000.0
413,304699,211,1,1989900.0
414,208216,211,2,8610800.0
415,19646,212,3,1602000.0
416,189366,213,3,1657000.0
417,85417,213,1,826000.0
418,284948,213,1,647000.0
419,124990,214,1,1283000.0
420,26524,214,1,645000.0
421,24487,215,3,526000.0
422,190012,215,3,606000.0
423,22907,215,2,829000.0
424,152197,216,1,991000.0
425,193727,216,2,13901000.0
426,211251,217,3,2154000.0
427,144410,217,1,2687400.0
428,133190,218,1,984000.0
429,95377,219,2,1139000.0
430,182198,219,2,723000.0
431,262838,220,3,2362000.0
432,178220,221,3,1437000.0
433,232017,221,2,641000.0
434,125561,221,1,1630000.0
435,367625,222,1,1151000.0
436,98611,223,2,3561000.0
437,266753,223,2,700000.0
438,162287,223,1,3267000.0
439,194798,224,3,3114000.0
440,144904,224,1,1618800.0
441,82736,224,2,526000.0
442,71554,225,1,987000.0
443,171785,226,2,1357000.0
444,67310,227,1,1488000.0
445,180346,227,1,565000.0
446,378778,228,2,12766000.0
447,11458,228,3,1812000.0
448,124186,229,1,11733000.0
449,22318,229,3,1811000.0
450,191322,230,3,1263000.0
451,68175,230,3,826000.0
452,25125,230,1,645000.0
453,19000,231,2,1773000.0
454,227778,232,3,1016000.0
455,22318,233,1,1811000.0
456,198207,234,1,1262550.0
457,228750,234,2,2371000.0
458,23388,235,3,1524000.0
459,39001,236,2,1166000.0
460,183081,236,2,849000.0
461,23393,236,3,1630000.0
462,163786,237,2,838000.0
463,186225,238,3,5354000.0
464,171397,238,1,1630000.0
465,221388,239,2,1922000.0
466,25952,239,1,1883000.0
467,91409,240,2,1372000.0
468,211816,241,1,2836000.0
469,137618,241,3,2560000.0
470,197472,242,1,996000.0
471,203575,242,2,771000.0
472,149025,243,1,984000.0
473,98989,243,2,1075500.0
474,266749,244,1,6103000.0
475,626,245,1,1597000.0
476,173296,245,3,2851000.0
477,12097,246,1,726000.0
478,199299,247,1,1921000.0
479,243683,247,1,908000.0
480,91567,247,1,2797000.0
481,244277,248,1,746000.0
482,222603,248,3,526000.0
483,243470,249,2,1270000.0
484,182974,249,3,6272100.0
485,164487,249,2,1630000.0
486,240886,250,1,2182000.0
487,31765,251,2,796000.0
488,189661,251,2,1207450.0
489,218776,251,1,617000.0
490,278345,252,2,2208000.0
491,151844,252,1,3768000.0
492,102898,252,1,927200.0
493,179775,253,3,526000.0
494,163524,253,3,950000.0
495,189496,253,3,938600.0
496,261026,254,3,2934000.0
497,105367,254,1,2302000.0
498,247502,254,3,3369000.0
499,224730,255,3,812000.0
500,274061,255,2,6351000.0
501,190039,256,2,650000.0
502,217903,256,2,1435000.0
503,194760,257,1,34916000.0
504,141236,257,1,13189000.0
505,185635,258,2,782000.0
506,21093,259,3,1833000.0
507,171945,260,1,1329000.0
508,173951,261,3,682000.0
509,203675,261,1,1017000.0
510,201639,262,1,1401000.0
511,53640,263,2,1956000.0
512,383000,263,2,838000.0
513,164933,264,2,770000.0
514,52628,264,3,3177000.0
515,70743,264,3,526000.0
516,356705,265,1,526000.0
517,179853,266,2,3798000.0
518,251702,266,2,2099000.0
519,242019,267,1,911000.0
520,211456,267,3,1381000.0
521,195060,268,1,5863500.0
522,24853,268,1,9569000.0
523,252232,268,1,526000.0
524,98276,269,3,829000.0
525,375721,269,2,708000.0
526,82262,269,2,1630000.0
527,152274,270,1,1630000.0
528,274704,270,1,647000.0
529,82736,271,1,526000.0
530,227375,271,3,526000.0
531,88185,272,2,526000.0
532,39773,273,3,1283450.0
533,32025,273,1,4856000.0
534,115346,273,1,510000.0
535,206302,274,3,22402000.0
536,191873,275,3,972000.0
537,142090,276,1,756000.0
538,171238,276,3,671000.0
539,142302,276,3,777000.0
540,141322,277,2,1630000.0
541,211652,277,2,847000.0
542,175232,277,1,1211000.0
543,103620,278,2,2483000.0
544,231200,279,2,647000.0
545,254495,279,3,615000.0
546,66501,280,1,1802700.0
547,21290,280,2,943000.0
548,142963,280,3,1704000.0
549,174758,281,1,1393000.0
550,152274,281,3,1630000.0
551,126891,281,2,1211000.0
552,32292,282,2,6489000.0
553,190419,282,1,15960950.0
554,90376,282,2,595000.0
555,142760,283,1,859000.0
556,356324,283,3,526000.0
557,115399,284,3,663000.0
558,52628,284,1,3177000.0
559,101031,285,3,1630000.0
560,209399,285,1,642000.0
561,181199,286,1,1733000.0
562,375721,287,1,708000.0
563,128535,287,2,1448000.0
564,286887,287,3,1958000.0
565,175715,288,1,6847600.0
566,230921,289,3,2836000.0
567,105964,290,3,1343000.0
568,50632,291,3,1408000.0
569,192776,291,1,1454000.0
570,83104,291,2,1967000.0
571,46504,292,3,526000.0
572,88322,293,1,976600.0
573,183274,294,1,5210000.0
574,58187,295,3,4328000.0
575,374254,295,3,13710000.0
576,186072,295,3,42723000.0
577,19626,296,3,6719000.0
578,191498,296,2,803000.0
579,81322,297,2,940000.0
580,114710,297,1,526000.0
581,226744,298,1,607000.0
582,209535,298,3,1630000.0
583,159222,299,1,1915000.0
584,36862,300,2,1028000.0
585,102307,300,1,669600.0
586,170750,300,2,9294000.0
587,363563,301,1,645000.0
588,193627,301,1,15368000.0
589,126891,301,1,1211000.0
590,209868,302,3,749000.0
591,25131,303,3,1828000.0
592,232076,303,3,617000.0
593,205431,304,3,1559000.0
594,236369,305,2,2005000.0
595,222246,305,3,727000.0
596,366956,305,1,940000.0
597,167910,306,2,15357000.0
598,211652,306,2,847000.0
599,255670,307,1,1283000.0
600,170987,307,2,1392700.0
601,97155,307,1,526000.0
602,165606,308,3,526000.0
603,235039,309,2,5851000.0
604,204735,309,1,2997000.0
605,224828,309,1,1689000.0
606,381620,310,2,61868000.0
607,85479,310,1,855000.0
608,172489,311,2,931950.0
609,102330,311,3,1214000.0
610,213294,312,2,1722350.0
611,67211,312,1,2586000.0
612,193504,312,3,34861000.0
613,112576,313,3,1453000.0
614,26158,313,2,2565950.0
615,161097,313,3,30267000.0
616,175220,314,1,1299000.0
617,124150,314,2,2913000.0
618,227923,314,2,1987000.0
619,20811,315,2,2868000.0
620,109689,316,1,2441000.0
621,59504,316,2,1944000.0
622,268827,317,2,526000.0
623,179490,317,2,1137000.0
624,247864,318,3,7921000.0
625,212848,318,2,2698000.0
626,144760,318,1,1061000.0
627,256463,319,3,2579250.0
628,9707,319,2,732000.0
629,200839,319,1,668000.0
630,262503,320,1,1630000.0
631,150464,320,3,1610000.0
632,176394,321,2,739000.0
633,197224,321,1,774000.0
634,141922,322,1,893000.0
635,248383,323,1,1791000.0
636,51709,323,1,1950000.0
637,24334,324,3,1353000.0
638,235295,324,1,10384000.0
639,267032,324,2,2239000.0
640,280479,325,3,1210000.0
641,86419,325,1,1541000.0
642,21946,325,1,3851000.0
643,217031,326,1,862600.0
644,120210,326,1,4079000.0
645,238816,326,1,1386000.0
646,166953,327,2,526000.0
647,53064,327,3,2282000.0
648,217831,327,1,542450.0
649,174973,328,3,12889000.0
650,209503,328,1,17059000.0
651,56667,328,2,1549000.0
652,87661,329,3,664000.0
653,230251,329,2,2818000.0
654,165240,329,3,6972300.0
655,162625,330,2,1954000.0
656,280270,330,1,6402000.0
657,140349,331,2,878000.0
658,89286,331,3,609000.0
659,221379,331,3,1466000.0
660,174332,332,1,1758000.0
661,213708,332,1,630000.0
662,215954,332,1,1309000.0
663,178176,333,1,10380000.0
664,136745,334,2,629000.0
665,190419,335,1,15960950.0
666,90410,335,3,2975000.0
667,193768,335,3,2744000.0
668,194808,336,3,2210000.0
669,248383,337,1,1791000.0
670,163776,338,2,1416000.0
671,227923,338,1,1987000.0
672,91067,339,2,975000.0
673,193116,339,1,612000.0
674,127007,339,2,1692000.0
675,222792,340,3,526000.0
676,103074,340,1,722950.0
677,72296,341,2,1516200.0
678,37945,341,2,797000.0
679,260952,341,3,3198000.0
680,114710,342,2,526000.0
681,214588,342,3,717300.0
682,150479,342,1,2026800.0
683,232612,343,1,2025000.0
684,199722,343,1,473400.0
685,110326,344,2,1410000.0
686,86874,344,1,659000.0
687,103255,344,3,499700.0
688,274316,345,2,706000.0
689,22832,346,1,4844000.0
690,342851,346,3,1028000.0
691,91864,347,2,1401000.0
692,23429,348,3,2245000.0
693,127005,348,2,2779000.0
694,177284,348,3,1607000.0
695,260958,349,1,654000.0
696,181779,349,1,526000.0
697,189568,349,2,4301000.0
698,222623,350,1,526000.0
699,59550,350,1,1961100.0
700,96558,350,2,2832000.0
701,217719,351,2,1588000.0
702,236631,351,3,1589000.0
703,533891,351,3,821000.0
704,59034,352,3,1764000.0
705,174634,352,2,2395000.0
706,148797,353,2,2832000.0
707,51121,354,1,2714000.0
708,238443,354,3,1085000.0
709,201008,355,1,2431000.0
710,219013,355,2,526000.0
711,198552,355,3,782000.0
712,20982,356,3,2907000.0
713,180412,356,1,2449000.0
714,87821,357,1,744000.0
715,171829,357,3,27840000.0
716,174487,357,1,1374000.0
717,242839,358,2,526000.0
718,19776,358,1,9614000.0
719,180148,358,3,3055000.0
720,246330,359,1,782000.0
721,239956,359,1,499700.0
722,227953,360,1,526000.0
723,224693,360,1,1630000.0
724,87139,360,2,1013000.0
725,238492,361,3,15763000.0
726,143714,361,1,1820700.0
727,160125,362,2,1827000.0
728,284324,363,1,852000.0
729,204745,363,3,17059000.0
730,236737,363,2,5747000.0
731,18894,364,3,1510000.0
732,229674,364,2,2153650.0
733,88322,365,2,976600.0
734,109126,366,1,4429000.0
735,263415,366,3,2013000.0
736,12170,366,1,830000.0
737,201822,367,1,1454000.0
738,193654,367,1,15712000.0
739,116993,367,2,1190000.0
740,181015,368,2,706000.0
741,151240,368,2,2777000.0
742,145572,368,3,41824000.0
743,218822,369,1,3063000.0
744,95193,370,2,925000.0
745,197197,371,2,526000.0
746,238519,371,2,1810000.0
747,232102,372,2,424650.0
748,213862,372,1,1661000.0
749,277066,373,2,513900.0
750,214707,373,2,1441000.0
751,31690,373,3,744000.0
752,170789,374,1,786000.0
753,210998,374,3,5299000.0
754,174335,375,1,2439000.0
755,187607,375,3,1183000.0
756,220056,375,3,1630000.0
757,378107,376,2,6770000.0
758,257616,377,1,671000.0
759,218232,378,1,1375000.0
760,659,378,1,687000.0
761,89080,379,2,993000.0
762,357892,379,1,2267000.0
763,204153,379,1,1412000.0
764,149025,380,2,984000.0
765,235826,380,1,2791000.0
766,23213,380,3,1242000.0
767,209775,381,3,4561000.0
768,207021,382,1,1163000.0
769,24824,382,2,1275000.0
770,195060,383,1,5863500.0
771,143714,383,3,1820700.0
772,32014,384,2,2398000.0
773,89058,384,3,756000.0
774,142051,385,3,2028000.0
775,164786,386,3,1326000.0
776,263415,386,2,2013000.0
777,52617,386,3,2299000.0
778,31653,387,3,617000.0
779,394168,388,3,2789000.0
780,3366,388,2,1630000.0
781,224860,388,2,1357000.0
782,243043,389,2,621000.0
783,96599,390,1,926000.0
784,377520,390,2,7500000.0
785,9844,390,3,526000.0
786,60819,391,1,668000.0
787,54419,392,2,2711000.0
788,232612,392,3,2025000.0
789,19461,392,2,1336000.0
790,97654,393,1,3598000.0
791,87460,394,2,526000.0
792,376002,395,1,10198000.0
793,241383,395,3,1622000.0
794,142255,396,2,2759000.0
795,354020,396,3,17103000.0
796,284834,396,2,12866000.0
797,193616,397,3,1548500.0
798,229503,397,3,1639000.0
799,87139,398,3,1013000.0
800,231052,398,3,499700.0
801,193266,398,2,11015000.0
802,21214,399,2,2058000.0
803,119720,399,1,526000.0
804,136309,400,3,1293000.0
805,236087,400,3,2662000.0
806,240531,400,2,620000.0
807,217424,401,2,1630000.0
808,220537,401,3,607000.0
809,102307,401,3,669600.0
810,64540,402,1,2673000.0
811,227528,403,2,996000.0
812,183762,404,3,21876000.0
813,356775,405,3,1667000.0
814,191225,405,3,1000000.0
815,191649,405,1,1392000.0
816,188767,406,2,2256000.0
817,19147,406,1,1475000.0
818,103255,407,1,499700.0
819,209451,407,3,1173000.0
820,230725,408,1,615000.0
821,192548,408,1,1887000.0
822,46504,408,1,526000.0
823,199889,409,1,1630000.0
824,150720,410,3,732000.0
825,168993,411,1,2019700.0
826,257521,411,1,1548500.0
827,223776,412,1,808000.0
828,70543,412,2,526000.0
829,219614,412,2,1630000.0
830,207412,413,2,16869000.0
831,66501,413,2,1802700.0
832,24417,414,3,2712000.0
833,185561,415,1,1833000.0
834,211233,415,1,1630000.0
835,228713,415,2,1090000.0
836,98611,416,3,3561000.0
837,9844,416,2,526000.0
838,220131,416,1,4406000.0
839,19539,417,1,2698000.0
840,142023,418,2,2204000.0
841,198251,418,1,18959000.0
842,138992,418,3,671000.0
843,196076,419,3,13409000.0
844,195028,419,3,13006000.0
845,381686,419,2,52444000.0
846,303481,420,2,811000.0
847,230273,420,1,1630000.0
848,51152,421,2,3028000.0
849,110128,421,1,820000.0
850,192776,421,1,1454000.0
851,163246,422,3,13452000.0
852,172612,423,3,1603000.0
853,218951,424,3,1794000.0
854,218562,425,2,3165000.0
855,215584,425,3,1069000.0
856,231200,425,1,647000.0
857,86897,426,2,473400.0
858,188957,426,2,19017000.0
859,220418,427,1,436000.0
860,20982,428,3,2907000.0
861,171529,428,3,1357000.0
862,63602,429,3,2685000.0
863,209399,429,1,642000.0
864,283814,430,3,526000.0
865,197712,431,1,1093000.0
866,185973,431,1,3051000.0
867,259848,432,2,640800.0
868,170072,432,2,668000.0
869,166270,433,1,6718000.0
870,193509,433,1,1932000.0
871,230667,434,1,659000.0
872,88937,434,3,1794000.0
873,163807,435,3,9979000.0
874,231758,435,1,1938000.0
875,190419,435,2,15960950.0
876,184660,436,2,1811000.0
877,240107,437,2,1198000.0
878,190971,437,2,3022000.0
879,23310,438,2,6308000.0
880,277066,438,1,513900.0
881,63602,438,2,2685000.0
882,212937,439,3,2882000.0
883,89312,440,3,526000.0
884,157219,441,3,526000.0
885,157866,442,2,689000.0
886,3087,442,2,834000.0
887,309264,442,1,1469000.0
888,195598,443,1,1943000.0
889,139632,443,2,1833000.0
890,54262,443,1,2970000.0
891,81530,444,2,2124200.0
892,172489,445,3,931950.0
893,147880,446,2,532000.0
894,265533,447,1,1443600.0
895,194817,447,2,526000.0
896,12170,448,1,830000.0
897,236760,448,1,499700.0
898,163481,449,3,1620000.0
899,198777,449,3,1467000.0
900,177962,450,2,2296000.0
901,241310,450,3,606000.0
902,237175,451,1,1833000.0
903,191498,451,2,803000.0
904,179450,451,2,1272000.0
905,79443,452,1,2334000.0
906,207311,452,1,3484000.0
907,222246,452,2,727000.0
908,209406,453,1,1471000.0
909,198732,453,2,590000.0
910,237175,453,1,1833000.0
911,50611,454,3,1013000.0
912,173077,454,1,2230000.0
913,233720,455,3,1533000.0
914,217960,455,2,399000.0
915,278486,456,3,1688000.0
916,214076,456,2,671000.0
917,185433,457,3,1630000.0
918,88994,457,2,526000.0
919,50611,457,2,1013000.0
920,27420,458,3,1338000.0
921,215391,458,2,684000.0
922,194289,459,2,727000.0
923,144563,460,1,2031000.0
924,52417,460,3,3100000.0
925,21214,461,1,2058000.0
926,19466,462,2,2239000.0
927,91515,463,3,297000.0
928,96697,463,2,615000.0
929,170693,463,1,1630000.0
930,234924,464,3,650750.0
931,90352,465,3,634500.0
932,202891,465,2,2132000.0
933,101031,466,1,1630000.0
934,193666,466,1,1043100.0
935,193627,466,2,15368000.0
936,88322,467,1,976600.0
937,200164,467,2,1670000.0
938,91445,468,2,702000.0
939,158069,469,1,706800.0
940,161770,470,1,2419000.0
941,148789,470,1,1025000.0
942,277326,471,2,526000.0
943,193616,472,1,1548500.0
944,50399,472,3,1433000.0
945,107668,473,3,1316700.0
946,193694,474,2,44739000.0
947,158061,474,1,815000.0
948,164299,475,1,2742000.0
949,265988,475,3,925000.0
950,22219,475,3,4229000.0
951,173296,476,3,2851000.0
