transaction_id,transaction_date,total_money,status,customer_id,order_id
274,2024-11-11,67206000.0,completed,1,274
275,2024-11-11,2916000.0,completed,3,275
276,2024-07-18,5100000.0,completed,4,276
277,2024-06-11,6165000.0,completed,3,277
278,2024-08-19,4966000.0,completed,4,278
279,2024-11-07,3139000.0,completed,3,279
280,2024-09-28,8800700.0,completed,2,280
281,2024-10-09,8705000.0,completed,4,281
282,2024-06-09,30128950.0,completed,4,282
283,2024-08-30,2437000.0,completed,1,283
284,2024-11-05,5166000.0,refunded,2,284
285,2024-10-29,5532000.0,completed,3,285
286,2024-07-29,1733000.0,completed,3,286
287,2024-10-24,9478000.0,completed,3,287
288,2024-11-11,6847600.0,completed,3,288
289,2024-10-07,8508000.0,completed,1,289
290,2024-06-09,4029000.0,completed,1,290
291,2024-11-10,9612000.0,refunded,1,291
292,2024-05-28,1578000.0,completed,3,292
293,2024-11-03,976600.0,completed,2,293
294,2024-10-16,5210000.0,refunded,3,294
295,2024-11-11,182283000.0,completed,3,295
296,2024-08-24,21763000.0,completed,1,296
297,2024-11-10,2406000.0,completed,1,297
298,2024-10-28,5497000.0,completed,2,298
299,2024-10-25,1915000.0,completed,3,299
300,2024-11-06,21313600.0,completed,1,300
301,2024-10-16,17224000.0,completed,2,301
302,2024-04-14,2247000.0,completed,3,302
303,2024-11-01,7335000.0,completed,3,303
304,2024-10-11,4677000.0,completed,3,304
305,2024-08-11,7131000.0,completed,3,305
306,2024-10-25,32408000.0,completed,2,306
307,2024-09-17,4594400.0,failed,2,307
308,2024-07-26,1578000.0,completed,2,308
309,2024-11-03,16388000.0,completed,1,309
310,2024-06-24,124591000.0,completed,2,310
311,2024-11-07,5505900.0,failed,1,311
312,2024-10-02,110613700.0,completed,4,312
313,2024-11-11,100291900.0,completed,1,313
314,2024-10-15,11099000.0,failed,2,314
315,2024-10-26,5736000.0,completed,1,315
316,2024-10-01,6329000.0,completed,2,316
317,2024-11-06,3326000.0,completed,3,317
318,2024-10-12,30220000.0,completed,1,318
319,2024-08-09,9869750.0,completed,2,319
320,2024-07-05,6460000.0,refunded,1,320
321,2024-11-09,2252000.0,completed,2,321
322,2024-11-04,893000.0,completed,3,322
323,2024-11-08,3741000.0,completed,4,323
324,2024-07-25,18921000.0,refunded,3,324
325,2024-08-31,9022000.0,completed,3,325
326,2024-10-06,6327600.0,completed,3,326
327,2024-10-18,8440450.0,completed,4,327
328,2024-10-25,58824000.0,completed,4,328
329,2024-10-16,28544900.0,completed,1,329
330,2024-05-25,10310000.0,completed,3,330
331,2024-09-30,7981000.0,completed,1,331
332,2024-11-09,3697000.0,completed,2,332
333,2024-10-15,10380000.0,completed,3,333
334,2024-11-06,1258000.0,failed,2,334
335,2024-10-20,33117950.0,completed,2,335
336,2024-09-07,6630000.0,completed,2,336
337,2024-11-10,1791000.0,failed,4,337
338,2024-08-04,4819000.0,failed,4,338
339,2024-11-08,5946000.0,completed,1,339
340,2024-10-17,2300950.0,completed,1,340
341,2024-11-05,14220400.0,completed,4,341
342,2024-11-11,5230700.0,completed,2,342
343,2024-10-06,2498400.0,completed,3,343
344,2024-11-01,4978100.0,completed,1,344
345,2024-10-13,1412000.0,completed,3,345
346,2024-11-06,7928000.0,refunded,1,346
347,2024-11-09,2802000.0,completed,2,347
348,2024-09-30,17114000.0,completed,2,348
349,2024-11-08,9782000.0,completed,2,349
350,2024-10-09,8151100.0,failed,1,350
351,2024-09-25,10406000.0,completed,1,351
352,2024-11-11,10082000.0,completed,2,352
353,2024-05-27,5664000.0,refunded,4,353
354,2024-11-09,5969000.0,completed,3,354
355,2024-10-26,5829000.0,completed,3,355
356,2024-09-07,11170000.0,completed,3,356
357,2024-11-10,85638000.0,refunded,2,357
358,2024-11-01,19831000.0,completed,2,358
359,2024-09-29,1281700.0,completed,4,359
360,2024-11-11,4182000.0,completed,1,360
361,2024-11-09,49109700.0,completed,1,361
362,2024-11-11,3654000.0,completed,1,362
363,2024-10-31,63523000.0,completed,4,363
364,2024-09-07,8837300.0,completed,4,364
365,2024-10-20,1953200.0,completed,3,365
366,2024-09-23,11298000.0,completed,4,366
367,2024-10-31,19546000.0,completed,4,367
368,2024-10-16,132438000.0,completed,1,368
369,2024-08-08,3063000.0,completed,3,369
370,2024-10-23,1850000.0,completed,4,370
371,2024-05-28,4672000.0,completed,2,371
372,2024-11-10,2510300.0,completed,4,372
373,2024-11-01,6141800.0,completed,1,373
374,2024-09-04,16683000.0,failed,3,374
375,2024-10-25,10878000.0,completed,2,375
376,2024-09-12,13540000.0,completed,2,376
377,2024-07-23,671000.0,completed,1,377
378,2024-10-20,2062000.0,completed,4,378
379,2024-11-02,5665000.0,completed,2,379
380,2024-09-27,8485000.0,completed,4,380
381,2024-10-28,13683000.0,completed,3,381
382,2024-10-06,3713000.0,completed,2,382
383,2024-10-08,11325600.0,completed,3,383
384,2024-11-03,7064000.0,completed,1,384
385,2024-10-23,6084000.0,completed,4,385
386,2024-11-08,14901000.0,completed,4,386
387,2024-07-08,1851000.0,completed,4,387
388,2024-10-16,14341000.0,completed,3,388
389,2024-10-22,1242000.0,completed,2,389
390,2024-11-07,17504000.0,completed,4,390
391,2024-11-08,668000.0,refunded,3,391
392,2024-09-19,14169000.0,completed,1,392
393,2024-08-27,3598000.0,refunded,2,393
394,2024-11-08,1052000.0,completed,2,394
395,2024-05-26,15064000.0,completed,2,395
396,2024-08-11,82559000.0,refunded,3,396
397,2024-08-15,9562500.0,completed,1,397
398,2024-08-07,26568100.0,completed,2,398
399,2024-11-05,4642000.0,completed,2,399
400,2024-07-23,13105000.0,completed,3,400
401,2024-10-31,7089800.0,failed,1,401
402,2024-10-04,2673000.0,failed,4,402
403,2024-11-08,1992000.0,completed,3,403
404,2024-10-14,65628000.0,completed,3,404
405,2024-10-15,9393000.0,completed,2,405
406,2024-07-24,5987000.0,failed,3,406
407,2024-09-23,4018700.0,refunded,2,407
408,2024-08-10,3028000.0,refunded,2,408
409,2024-10-29,1630000.0,completed,4,409
410,2024-10-20,2196000.0,completed,2,410
411,2024-10-23,3568200.0,completed,3,411
412,2024-11-02,5120000.0,completed,3,412
413,2024-10-22,37343400.0,completed,3,413
414,2024-10-31,8136000.0,completed,3,414
415,2024-10-21,5643000.0,completed,1,415
416,2024-11-11,16141000.0,completed,3,416
417,2024-10-04,2698000.0,completed,3,417
418,2024-10-03,25380000.0,completed,3,418
419,2024-08-18,184133000.0,completed,1,419
420,2024-07-23,3252000.0,completed,4,420
421,2024-11-11,8330000.0,completed,1,421
422,2024-11-03,40356000.0,completed,2,422
423,2024-11-10,4809000.0,completed,4,423
424,2024-09-23,5382000.0,completed,3,424
425,2024-10-29,10184000.0,refunded,4,425
426,2024-10-19,38980800.0,completed,2,426
427,2024-11-11,436000.0,completed,1,427
428,2024-11-11,12792000.0,failed,1,428
429,2024-08-21,8697000.0,completed,1,429
430,2024-11-10,1578000.0,completed,2,430
431,2024-09-19,4144000.0,completed,1,431
432,2024-11-10,2617600.0,completed,3,432
433,2024-10-13,8650000.0,completed,1,433
434,2024-07-27,6041000.0,completed,2,434
435,2024-11-06,63796900.0,completed,3,435
436,2024-10-24,3622000.0,completed,2,436
437,2024-11-11,8440000.0,completed,2,437
438,2024-10-19,18499900.0,completed,3,438
439,2024-09-26,8646000.0,completed,1,439
440,2024-10-28,1578000.0,completed,1,440
441,2024-10-12,1578000.0,completed,1,441
442,2024-07-01,4515000.0,completed,3,442
443,2024-11-02,8579000.0,failed,1,443
444,2024-09-20,4248400.0,completed,2,444
445,2024-09-18,2795850.0,completed,1,445
446,2024-11-03,1064000.0,refunded,4,446
447,2024-08-24,2495600.0,completed,3,447
448,2024-09-12,1329700.0,completed,2,448
449,2024-10-30,9261000.0,completed,3,449
450,2024-11-11,6410000.0,failed,3,450
451,2024-09-28,5983000.0,completed,4,451
452,2024-11-11,7272000.0,completed,4,452
453,2024-07-08,4484000.0,completed,1,453
454,2024-06-30,5269000.0,completed,2,454
455,2024-11-06,5397000.0,completed,1,455
456,2024-10-17,6406000.0,refunded,4,456
457,2024-10-31,7968000.0,completed,4,457
458,2024-10-20,5382000.0,completed,1,458
459,2024-05-22,1454000.0,refunded,3,459
460,2024-11-02,11331000.0,refunded,4,460
461,2024-11-05,2058000.0,completed,3,461
462,2024-08-05,4478000.0,completed,4,462
463,2024-10-20,3751000.0,completed,3,463
464,2024-10-20,1952250.0,completed,3,464
465,2024-10-25,6167500.0,refunded,4,465
466,2024-08-31,33409100.0,completed,3,466
467,2024-10-28,4316600.0,completed,4,467
468,2024-10-31,1404000.0,completed,2,468
469,2024-11-03,706800.0,completed,3,469
470,2024-08-22,3444000.0,completed,2,470
471,2024-10-03,1052000.0,completed,1,471
472,2024-10-14,5847500.0,completed,3,472
473,2024-10-13,3950100.0,completed,1,473
474,2024-10-14,90293000.0,completed,3,474
475,2024-11-11,18204000.0,completed,2,475
476,2024-11-11,11426000.0,completed,4,476
477,2024-11-09,3047000.0,completed,3,477
478,2024-11-05,11535400.0,completed,2,478
479,2024-11-11,1471000.0,refunded,3,479
480,2024-11-08,26584800.0,completed,2,480
481,2024-11-05,1680000.0,completed,4,481
482,2024-11-04,6395000.0,refunded,1,482
483,2024-08-28,10741950.0,completed,4,483
484,2024-09-01,7236000.0,completed,3,484
485,2024-07-01,17553000.0,completed,4,485
486,2024-11-01,7665000.0,completed,1,486
487,2024-10-30,11927350.0,failed,4,487
488,2024-08-19,8144200.0,refunded,2,488
489,2024-10-30,2960000.0,completed,2,489
490,2024-08-31,3385900.0,completed,3,490
491,2024-11-03,7449000.0,completed,4,491
492,2024-11-07,7669350.0,completed,3,492
493,2024-09-21,10172000.0,completed,2,493
494,2024-11-11,3972000.0,completed,4,494
495,2024-11-09,2552000.0,completed,1,495
496,2024-10-28,6038000.0,completed,2,496
497,2024-10-30,48541000.0,completed,2,497
498,2024-11-10,650000.0,refunded,3,498
499,2024-10-08,4917000.0,completed,2,499
500,2024-11-04,7809000.0,completed,3,500
501,2024-09-12,12522000.0,completed,3,501
502,2024-10-26,8212000.0,completed,3,502
503,2024-06-13,8721000.0,completed,3,503
504,2024-11-08,43987350.0,completed,3,504
505,2024-10-02,23627000.0,completed,1,505
506,2024-09-26,6052000.0,completed,2,506
507,2024-10-24,91674000.0,completed,3,507
508,2024-11-11,1923000.0,completed,4,508
509,2024-11-06,2051000.0,completed,4,509
510,2024-10-20,8010000.0,completed,4,510
511,2024-11-07,8080000.0,completed,4,511
512,2024-08-25,49606400.0,completed,3,512
513,2024-11-07,5823700.0,completed,4,513
514,2024-09-01,12550000.0,completed,2,514
515,2024-11-11,6540000.0,completed,4,515
516,2024-09-19,5893000.0,completed,2,516
517,2024-11-11,12772600.0,completed,1,517
518,2024-11-10,178819000.0,completed,2,518
519,2024-10-01,34677000.0,completed,1,519
520,2024-10-29,9406000.0,completed,2,520
521,2024-11-09,9454500.0,refunded,2,521
522,2024-10-20,13571000.0,completed,1,522
523,2024-10-24,3576000.0,completed,4,523
524,2024-10-11,5291000.0,completed,1,524
525,2024-10-27,17636000.0,completed,3,525
526,2024-10-31,17812000.0,completed,3,526
527,2024-11-04,8300000.0,completed,4,527
528,2024-11-10,1627350.0,completed,3,528
529,2024-11-10,9084000.0,completed,1,529
530,2024-07-26,9116000.0,completed,4,530
531,2024-10-24,3110000.0,completed,3,531
532,2024-08-02,15575000.0,completed,2,532
533,2024-10-24,19097700.0,completed,4,533
534,2024-09-20,15575000.0,completed,4,534
535,2024-11-10,9419000.0,refunded,1,535
536,2024-09-04,17294000.0,completed,3,536
537,2024-10-03,8277000.0,completed,1,537
538,2024-10-30,2760000.0,completed,3,538
539,2024-05-04,7498000.0,completed,1,539
540,2024-11-11,2993000.0,completed,2,540
541,2024-07-19,7424000.0,completed,1,541
542,2024-09-02,14519000.0,completed,4,542
543,2024-11-04,5597000.0,refunded,2,543
544,2024-10-21,30441550.0,completed,4,544
545,2024-10-29,6560000.0,completed,1,545
546,2024-11-11,3164000.0,completed,2,546
547,2024-10-31,5306000.0,completed,1,547
548,2024-11-06,15624000.0,completed,1,548
549,2024-10-12,7409000.0,refunded,3,549
550,2024-09-29,6990000.0,failed,1,550
551,2024-10-31,4230000.0,completed,1,551
552,2024-11-03,112812000.0,completed,1,552
553,2024-06-09,64897000.0,completed,3,553
554,2024-10-24,1052000.0,refunded,1,554
555,2024-10-08,5205000.0,completed,3,555
556,2024-10-31,5036000.0,completed,3,556
557,2024-11-05,7961000.0,completed,4,557
558,2024-09-22,2556000.0,completed,1,558
559,2024-10-10,5964000.0,completed,3,559
560,2024-10-27,9997000.0,completed,2,560
561,2024-11-07,2031000.0,completed,3,561
562,2024-03-12,11021000.0,completed,3,562
563,2024-11-11,4709700.0,completed,3,563
564,2024-08-06,9566000.0,failed,2,564
565,2024-10-21,4023000.0,completed,2,565
566,2024-10-14,5635000.0,completed,3,566
567,2024-07-01,1460000.0,completed,3,567
568,2024-10-29,10157000.0,failed,2,568
569,2024-10-07,85628000.0,completed,2,569
570,2024-10-21,55337400.0,completed,2,570
571,2024-07-04,25466800.0,refunded,2,571
572,2024-09-03,6022150.0,failed,2,572
573,2024-08-13,7270400.0,completed,1,573
574,2024-10-09,10336000.0,completed,3,574
575,2024-09-21,7441000.0,completed,3,575
576,2024-10-03,11214000.0,completed,2,576
577,2024-07-10,3097000.0,completed,3,577
578,2024-09-19,4811000.0,failed,3,578
579,2024-07-11,7160000.0,completed,2,579
580,2024-10-21,6784000.0,completed,2,580
581,2024-11-09,1610000.0,completed,4,581
582,2024-08-20,3911000.0,refunded,1,582
583,2024-09-15,5846000.0,completed,3,583
584,2024-08-09,20092100.0,failed,2,584
585,2024-11-08,1052000.0,refunded,2,585
586,2024-11-11,15864000.0,failed,1,586
587,2024-11-09,1578000.0,completed,2,587
588,2024-09-27,7744000.0,completed,3,588
589,2024-08-18,3144500.0,completed,1,589
590,2024-07-24,4236000.0,completed,4,590
591,2024-09-09,111678000.0,completed,1,591
592,2024-09-03,4420000.0,completed,1,592
593,2024-11-08,39124000.0,completed,4,593
594,2024-10-17,7087000.0,completed,1,594
595,2024-11-05,2449000.0,completed,3,595
596,2024-06-21,1231000.0,completed,1,596
597,2024-10-07,8598000.0,refunded,3,597
598,2024-09-06,3670000.0,completed,1,598
599,2024-07-28,4754250.0,completed,2,599
600,2024-11-04,36019450.0,completed,2,600
601,2024-11-09,63732000.0,failed,4,601
602,2024-10-30,17704000.0,completed,4,602
603,2024-09-24,1360000.0,completed,1,603
604,2024-03-31,6992000.0,refunded,3,604
605,2024-10-25,8553000.0,completed,3,605
606,2024-09-17,12020000.0,completed,2,606
607,2024-07-28,9991000.0,completed,3,607
608,2024-11-11,1173000.0,completed,1,608
609,2024-11-11,6758000.0,completed,3,609
610,2024-10-10,2903000.0,completed,2,610
611,2024-06-08,20302000.0,completed,3,611
612,2024-09-21,15862000.0,completed,2,612
613,2024-10-30,8121000.0,completed,4,613
614,2024-10-05,1336000.0,completed,1,614
615,2024-10-24,11982000.0,failed,2,615
616,2024-11-10,2726000.0,completed,4,616
617,2024-09-18,4003000.0,completed,4,617
618,2024-07-30,7845000.0,completed,4,618
619,2024-11-10,1052000.0,completed,2,619
620,2024-09-20,8221800.0,completed,2,620
621,2024-11-07,808000.0,failed,1,621
622,2024-11-01,56074000.0,completed,2,622
623,2024-09-20,3039600.0,refunded,3,623
624,2024-11-07,31787000.0,completed,1,624
625,2024-10-28,1363000.0,refunded,3,625
626,2024-08-07,12363300.0,completed,2,626
627,2024-11-11,7156150.0,completed,1,627
628,2024-11-10,526000.0,completed,4,628
629,2024-09-11,2657000.0,completed,1,629
630,2024-09-09,11776000.0,failed,2,630
631,2024-11-03,11854000.0,completed,3,631
