ward_id,ward_name,ward_name_en,type,district_id_id,province_id_id
27175,Phường 11,11,ward,771,79
27217,Phường 11,11,ward,772,79
27328,Phường 11,11,ward,774,79
27364,Phường 11,11,ward,775,79
27400,Phường 11,11,ward,776,79
29863,Phường 11,11,ward,866,87
24799,Phường 11,11,ward,672,68
24775,Phường 12,12,ward,672,68
26542,Phường 12,12,ward,747,77
26881,Phường 12,12,ward,764,79
26917,Phường 12,12,ward,765,79
26971,Phường 12,12,ward,766,79
27130,Phường 12,12,ward,770,79
27172,Phường 12,12,ward,771,79
27235,Phường 12,12,ward,772,79
27310,Phường 12,12,ward,774,79
27358,Phường 12,12,ward,775,79
27415,Phường 12,12,ward,776,79
26872,Phường 13,13,ward,764,79
26905,Phường 13,13,ward,765,79
26974,Phường 13,13,ward,766,79
27085,Phường 13,13,ward,768,79
27136,Phường 13,13,ward,770,79
27166,Phường 13,13,ward,771,79
27226,Phường 13,13,ward,772,79
27259,Phường 13,13,ward,773,79
27343,Phường 13,13,ward,774,79
27349,Phường 13,13,ward,775,79
27412,Phường 13,13,ward,776,79
26882,Phường 14,14,ward,764,79
26935,Phường 14,14,ward,765,79
27004,Phường 14,14,ward,766,79
27127,Phường 14,14,ward,770,79
27169,Phường 14,14,ward,771,79
27214,Phường 14,14,ward,772,79
27280,Phường 14,14,ward,773,79
27331,Phường 14,14,ward,774,79
27346,Phường 14,14,ward,775,79
27421,Phường 14,14,ward,776,79
26869,Phường 15,15,ward,764,79
26938,Phường 15,15,ward,765,79
27007,Phường 15,15,ward,766,79
27067,Phường 15,15,ward,768,79
27163,Phường 15,15,ward,771,79
27208,Phường 15,15,ward,772,79
27295,Phường 15,15,ward,773,79
27427,Phường 15,15,ward,776,79
26878,Phường 16,16,ward,764,79
27253,Phường 16,16,ward,772,79
27289,Phường 16,16,ward,773,79
27430,Phường 16,16,ward,776,79
26875,Phường 17,17,ward,764,79
26950,Phường 17,17,ward,765,79
27076,Phường 17,17,ward,768,79
27277,Phường 18,18,ward,773,79
26959,Phường 19,19,ward,765,79
26509,Phường 2,2,ward,747,77
26941,Phường 2,2,ward,765,79
26965,Phường 2,2,ward,766,79
27061,Phường 2,2,ward,768,79
27157,Phường 2,2,ward,770,79
27190,Phường 2,2,ward,771,79
27250,Phường 2,2,ward,772,79
27292,Phường 2,2,ward,773,79
27313,Phường 2,2,ward,774,79
27367,Phường 2,2,ward,775,79
27391,Phường 2,2,ward,776,79
24781,Phường 2,2,ward,672,68
24820,Phường 2,2,ward,673,68
25468,Phường 2,2,ward,703,72
31735,Phường 2,2,ward,948,94
31801,Phường 2,2,ward,950,94
31813,Phường 2,2,ward,954,95
32011,Phường 2,2,ward,964,96
27688,Phường 2,2,ward,794,80
27788,Phường 2,2,ward,795,80
28264,Phường 2,2,ward,815,82
28297,Phường 2,2,ward,816,82
28436,Phường 2,2,ward,817,82
29245,Phường 2,2,ward,842,84
29516,Phường 2,2,ward,851,84
29551,Phường 2,2,ward,855,86
29869,Phường 2,2,ward,866,87
29911,Phường 2,2,ward,867,87
22021,Phường 2,2,ward,555,54
31510,Phường 2,2,ward,941,94
19342,Phường 2,2,ward,461,45
19360,Phường 2,2,ward,462,45
26953,Phường 21,21,ward,765,79
26956,Phường 22,22,ward,765,79
26929,Phường 24,24,ward,765,79
26920,Phường 25,25,ward,765,79
26914,Phường 26,26,ward,765,79
26911,Phường 27,27,ward,765,79
26962,Phường 28,28,ward,765,79
26512,Phường 3,3,ward,747,77
26902,Phường 3,3,ward,764,79
26947,Phường 3,3,ward,765,79
26980,Phường 3,3,ward,766,79
27055,Phường 3,3,ward,768,79
27154,Phường 3,3,ward,770,79
27220,Phường 3,3,ward,772,79
27286,Phường 3,3,ward,773,79
27307,Phường 3,3,ward,774,79
27379,Phường 3,3,ward,775,79
27397,Phường 3,3,ward,776,79
31519,Phường 3,3,ward,941,94
31747,Phường 3,3,ward,948,94
31816,Phường 3,3,ward,954,95
24802,Phường 3,3,ward,672,68
25459,Phường 3,3,ward,703,72
22027,Phường 3,3,ward,555,54
27697,Phường 3,3,ward,794,80
27806,Phường 3,3,ward,795,80
28258,Phường 3,3,ward,815,82
28294,Phường 3,3,ward,816,82
28437,Phường 3,3,ward,817,82
29242,Phường 3,3,ward,842,84
29557,Phường 3,3,ward,855,86
29875,Phường 3,3,ward,866,87
29902,Phường 3,3,ward,867,87
19354,Phường 3,3,ward,461,45
19361,Phường 3,3,ward,462,45
19345,Phường 4,4,ward,461,45
29236,Phường 4,4,ward,842,84
29554,Phường 4,4,ward,855,86
29872,Phường 4,4,ward,866,87
29908,Phường 4,4,ward,867,87
24793,Phường 4,4,ward,672,68
31516,Phường 4,4,ward,941,94
26515,Phường 4,4,ward,747,77
26893,Phường 4,4,ward,764,79
26968,Phường 4,4,ward,766,79
27043,Phường 4,4,ward,768,79
27148,Phường 4,4,ward,770,79
27193,Phường 4,4,ward,771,79
27244,Phường 4,4,ward,772,79
27283,Phường 4,4,ward,773,79
27301,Phường 4,4,ward,774,79
27373,Phường 4,4,ward,775,79
27409,Phường 4,4,ward,776,79
32002,Phường 4,4,ward,964,96
27691,Phường 4,4,ward,794,80
28252,Phường 4,4,ward,815,82
28300,Phường 4,4,ward,816,82
28439,Phường 4,4,ward,817,82
28765,Phường 4,4,ward,829,83
25462,Phường 4,4,ward,703,72
22030,Phường 4,4,ward,555,54
22033,Phường 5,5,ward,555,54
26518,Phường 5,5,ward,747,77
26887,Phường 5,5,ward,764,79
26923,Phường 5,5,ward,765,79
26989,Phường 5,5,ward,766,79
27046,Phường 5,5,ward,768,79
27151,Phường 5,5,ward,770,79
27199,Phường 5,5,ward,771,79
27211,Phường 5,5,ward,772,79
27334,Phường 5,5,ward,774,79
27361,Phường 5,5,ward,775,79
27418,Phường 5,5,ward,776,79
24790,Phường 5,5,ward,672,68
29248,Phường 5,5,ward,842,84
29545,Phường 5,5,ward,855,86
31498,Phường 5,5,ward,941,94
31819,Phường 5,5,ward,954,95
32008,Phường 5,5,ward,964,96
27685,Phường 5,5,ward,794,80
28249,Phường 5,5,ward,815,82
28306,Phường 5,5,ward,816,82
28440,Phường 5,5,ward,817,82
28768,Phường 5,5,ward,829,83
19348,Phường 5,5,ward,461,45
27700,Phường 6,6,ward,794,80
28270,Phường 6,6,ward,815,82
28762,Phường 6,6,ward,829,83
29251,Phường 6,6,ward,842,84
29878,Phường 6,6,ward,866,87
26876,Phường 6,6,ward,764,79
26932,Phường 6,6,ward,765,79
26995,Phường 6,6,ward,766,79
27202,Phường 6,6,ward,771,79
27241,Phường 6,6,ward,772,79
27265,Phường 6,6,ward,773,79
27337,Phường 6,6,ward,774,79
27355,Phường 6,6,ward,775,79
27424,Phường 6,6,ward,776,79
22039,Phường 6,6,ward,555,54
24787,Phường 6,6,ward,672,68
32017,Phường 6,6,ward,964,96
31507,Phường 6,6,ward,941,94
31501,Phường 7,7,ward,941,94
22036,Phường 7,7,ward,555,54
29254,Phường 7,7,ward,842,84
27698,Phường 7,7,ward,794,80
28255,Phường 7,7,ward,815,82
28780,Phường 7,7,ward,829,83
26524,Phường 7,7,ward,747,77
26890,Phường 7,7,ward,764,79
26926,Phường 7,7,ward,765,79
26986,Phường 7,7,ward,766,79
27052,Phường 7,7,ward,768,79
27196,Phường 7,7,ward,771,79
27238,Phường 7,7,ward,772,79
27322,Phường 7,7,ward,774,79
27382,Phường 7,7,ward,775,79
27433,Phường 7,7,ward,776,79
31822,Phường 7,7,ward,954,95
32020,Phường 7,7,ward,964,96
24769,Phường 7,7,ward,672,68
24772,Phường 8,8,ward,672,68
28267,Phường 8,8,ward,815,82
28759,Phường 8,8,ward,829,83
22018,Phường 8,8,ward,555,54
31504,Phường 8,8,ward,941,94
29257,Phường 8,8,ward,842,84
29560,Phường 8,8,ward,855,86
31828,Phường 8,8,ward,954,95
32014,Phường 8,8,ward,964,96
26527,Phường 8,8,ward,747,77
26898,Phường 8,8,ward,764,79
26998,Phường 8,8,ward,766,79
27064,Phường 8,8,ward,768,79
27187,Phường 8,8,ward,771,79
27229,Phường 8,8,ward,772,79
27268,Phường 8,8,ward,773,79
27316,Phường 8,8,ward,774,79
27376,Phường 8,8,ward,775,79
27388,Phường 8,8,ward,776,79
26530,Phường 9,9,ward,747,77
26897,Phường 9,9,ward,764,79
27001,Phường 9,9,ward,766,79
27049,Phường 9,9,ward,768,79
27142,Phường 9,9,ward,770,79
27181,Phường 9,9,ward,771,79
27232,Phường 9,9,ward,772,79
27262,Phường 9,9,ward,773,79
27304,Phường 9,9,ward,774,79
27352,Phường 9,9,ward,775,79
27403,Phường 9,9,ward,776,79
31522,Phường 9,9,ward,941,94
28273,Phường 9,9,ward,815,82
24778,Phường 9,9,ward,672,68
22024,Phường 9,9,ward,555,54
31999,Phường 9,9,ward,964,96
29260,Phường 9,9,ward,842,84
29542,Phường 9,9,ward,855,86
19591,Xã A Bung,A Bung,commune,467,45
19483,Xã A Dơi,A Doi,commune,465,45
23710,Xã A Dơk,A Dok,commune,626,64
2692,Xã A Lù,A Lu,commune,82,10
20044,Thị Trấn A Lưới,A Luoi,town,481,46
2686,Xã A Mú Sung,A Mu Sung,commune,82,10
19594,Xã A Ngo,A Ngo,commune,467,45
20068,Xã A Ngo,A Ngo,commune,481,46
20452,Xã A Nông,A Nong,commune,504,49
20095,Xã A Roàng,A Roang,commune,481,46
20488,Xã A Rooi,A Rooi,commune,505,49
20455,Xã A Tiêng,A Tieng,commune,504,49
20479,Xã A Ting,A Ting,commune,505,49
19585,Xã A Vao,A Vao,commune,467,45
20461,Xã A Vương,A Vuong,commune,504,49
20443,Xã A Xan,A Xan,commune,504,49
20500,Thị Trấn Ái Nghĩa,Ai Nghia,town,506,49
10660,Phường Ái Quốc,Ai Quoc,ward,288,30
6610,Xã Ái Quốc,Ai Quoc,commune,188,20
14944,Xã Ái Thượng,Ai Thuong,commune,386,38
19624,Thị Trấn Ái Tử,Ai Tu,town,469,45
23953,Xã Al Bá,Al Ba,commune,633,64
8095,Xã Ấm Hạ,Am Ha,commune,231,25
12526,Xã An Ấp,An Ap,commune,338,34
7660,Xã An Bá,An Ba,commune,220,24
12523,Thị Trấn An Bài,An Bai,town,338,34
11371,Phường An Biên,An Bien,ward,305,31
10630,Xã An Bình,An Binh,commune,291,30
13087,Xã An Bình,An Binh,commune,343,34
4390,Xã An Bình,An Binh,commune,136,15
5428,Xã An Bình,An Binh,commune,159,17
9418,Phường An Bình,An Binh,ward,262,27
23614,Phường An Bình,An Binh,ward,623,64
24308,Phường An Bình,An Binh,ward,644,66
29587,Xã An Bình,An Binh,commune,857,86
30106,Xã An Bình,An Binh,commune,873,87
30692,Xã An Bình,An Binh,commune,894,89
30751,Phường An Bình,An Binh,ward,899,91
31150,Phường An Bình,An Binh,ward,916,92
25615,Xã An Bình,An Binh,commune,708,72
25870,Xã An Bình,An Binh,commune,722,74
25960,Phường An Bình,An Binh,ward,724,74
26050,Phường An Bình,An Binh,ward,731,75
29989,Phường An Bình A,An Binh A,ward,868,87
29986,Phường An Bình B,An Binh B,ward,868,87
29149,Xã An Bình Tây,An Binh Tay,commune,836,83
12502,Xã An Cầu,An Cau,commune,338,34
22156,Xã An Chấn,An Chan,commune,559,54
30589,Thị Trấn An Châu,An Chau,town,892,89
12700,Xã An Châu,An Chau,commune,340,34
7615,Thị Trấn An Châu,An Chau,town,220,24
25600,Xã An Cơ,An Co,commune,708,72
30526,Xã An Cư,An Cu,commune,890,89
31129,Phường An Cư,An Cu,ward,916,92
28390,Xã An Cư,An Cu,commune,819,82
22138,Xã An Cư,An Cu,commune,559,54
19801,Phường An Cựu,An Cuu,ward,474,46
22117,Xã An Dân,An Dan,commune,559,54
12571,Xã An Dục,An Duc,commune,338,34
18298,Xã An Dũng,An Dung,commune,440,42
21616,Xã An Dũng,An Dung,commune,542,52
7321,Xã An Dương,An Duong,commune,216,24
11377,Phường An Dương,An Duong,ward,305,31
11581,Thị Trấn An Dương,An Duong,town,312,31
7396,Xã An Hà,An Ha,commune,217,24
22888,Xã An Hải,An Hai,commune,587,58
20272,Phường An Hải Bắc,An Hai Bac,ward,493,48
20278,Phường An Hải Tây,An Hai Tay,ward,493,48
20281,Phường An Hải Đông,An Hai Dong,ward,493,48
30538,Xã An Hảo,An Hao,commune,890,89
21690,Xã Ân Hảo Tây,An Hao Tay,commune,544,52
21691,Xã Ân Hảo Đông,An Hao Dong,commune,544,52
22150,Xã An Hiệp,An Hiep,commune,559,54
31594,Xã An Hiệp,An Hiep,commune,942,94
28855,Xã An Hiệp,An Hiep,commune,831,83
29161,Xã An Hiệp,An Hiep,commune,836,83
30247,Xã An Hiệp,An Hiep,commune,877,87
12490,Xã An Hiệp,An Hiep,commune,338,34
11590,Xã An Hoà,An Hoa,commune,312,31
11854,Xã An Hoà,An Hoa,commune,316,31
17206,Xã An Hòa,An Hoa,commune,421,40
19803,Phường An Hòa,An Hoa,ward,474,46
14638,Xã Ân Hòa,An Hoa,commune,376,37
8887,Xã An Hòa,An Hoa,commune,247,26
29919,Phường An Hoà,An Hoa,ward,867,87
30019,Xã An Hòa,An Hoa,commune,871,87
21628,Xã An Hòa,An Hoa,commune,542,52
26371,Phường An Hòa,An Hoa,ward,731,75
25735,Phường An Hòa,An Hoa,ward,712,72
28849,Xã An Hóa,An Hoa,commune,831,83
30592,Xã An Hòa,An Hoa,commune,892,89
30748,Phường An Hòa,An Hoa,ward,899,91
31120,Phường An Hòa,An Hoa,ward,916,92
22147,Xã An Hòa Hải,An Hoa Hai,commune,559,54
29176,Xã An Hòa Tây,An Hoa Tay,commune,836,83
18163,Xã An Hòa Thịnh,An Hoa Thinh,commune,439,42
28777,Phường An Hội,An Hoi,ward,829,83
11602,Xã An Hồng,An Hong,commune,312,31
11599,Xã An Hưng,An Hung,commune,312,31
16435,Phường An Hưng,An Hung,ward,380,38
21610,Xã An Hưng,An Hung,commune,542,52
21715,Xã Ân Hữu,An Huu,commune,544,52
28429,Xã An Hữu,An Huu,commune,819,82
2503,Xã An Khang,An Khang,commune,70,8
9877,Xã An Khánh,An Khanh,commune,274,1
5824,Xã An Khánh,An Khanh,commune,171,19
28810,Xã An Khánh,An Khanh,commune,831,83
31149,Phường An Khánh,An Khanh,ward,916,92
27094,Phường An Khánh,An Khanh,ward,769,79
30271,Xã An Khánh,An Khanh,commune,877,87
12475,Xã An Khê,An Khe,commune,338,34
20224,Phường An Khê,An Khe,ward,491,48
25330,Xã An Khương,An Khuong,commune,694,70
24305,Phường An Lạc,An Lac,ward,644,66
29978,Phường An Lạc,An Lac,ward,868,87
27460,Phường An Lạc,An Lac,ward,777,79
10594,Phường An Lạc,An Lac,ward,290,30
1555,Xã An Lạc,An Lac,commune,48,4
7645,Xã An Lạc,An Lac,commune,220,24
4327,Xã An Lạc,An Lac,commune,135,15
27463,Phường An Lạc A,An Lac A,ward,777,79
31540,Xã An Lạc Tây,An Lac Tay,commune,943,94
31531,Thị Trấn An Lạc Thôn,An Lac Thon,town,943,94
10645,Xã An Lâm,An Lam,commune,291,30
11629,Thị Trấn An Lão,An Lao,town,313,31
13561,Xã An Lão,An Lao,commune,352,35
21609,Thị Trấn An Lão,An Lao,town,542,52
25801,Xã An Lập,An Lap,commune,720,74
12550,Xã An Lễ,An Le,commune,338,34
25861,Xã An Linh,An Linh,commune,722,74
22144,Xã An Lĩnh,An Linh,commune,559,54
25324,Phường An Lộc,An Loc,ward,690,70
29954,Phường An Lộc,An Loc,ward,868,87
27115,Phường An Lợi Đông,An Loi Dong,ward,769,79
30022,Xã An Long,An Long,commune,871,87
25867,Xã An Long,An Long,commune,722,74
11533,Xã An Lư,An Lu,commune,311,31
28240,Xã An Lục Long,An Luc Long,commune,808,80
4645,Xã An Lương,An Luong,commune,140,15
10675,Phường An Lưu,An Luu,ward,292,30
31027,Xã An Minh Bắc,An Minh Bac,commune,913,91
31564,Xã An Mỹ,An My,commune,943,94
21697,Xã Ân Mỹ,An My,commune,544,52
22153,Xã An Mỹ,An My,commune,559,54
10462,Xã An Mỹ,An My,commune,282,1
12559,Xã An Mỹ,An My,commune,338,34
20341,Phường An Mỹ,An My,ward,502,49
26665,Xã An Ngãi,An Ngai,commune,752,77
29158,Xã An Ngãi Tây,An Ngai Tay,commune,836,83
29143,Xã An Ngãi Trung,An Ngai Trung,commune,836,83
21634,Xã An Nghĩa,An Nghia,commune,542,52
21727,Xã Ân Nghĩa,An Nghia,commune,544,52
5347,Xã Ân Nghĩa,An Nghia,commune,157,17
22132,Xã An Nghiệp,An Nghiep,commune,559,54
31126,Phường An Nghiệp,An Nghiep,ward,916,92
25129,Xã An Nhơn,An Nhon,commune,682,68
29224,Xã An Nhơn,An Nhon,commune,837,83
30250,Xã An Nhơn,An Nhon,commune,877,87
27508,Xã An Nhơn Tây,An Nhon Tay,commune,783,79
26671,Xã An Nhứt,An Nhut,commune,752,77
31600,Xã An Ninh,An Ninh,commune,942,94
19240,Xã An Ninh,An Ninh,commune,456,44
12514,Xã An Ninh,An Ninh,commune,338,34
13012,Xã An Ninh,An Ninh,commune,342,34
13528,Xã An Ninh,An Ninh,commune,352,35
22120,Xã An Ninh Tây,An Ninh Tay,commune,559,54
27946,Xã An Ninh Tây,An Ninh Tay,commune,802,80
27943,Xã An Ninh Đông,An Ninh Dong,commune,802,80
22123,Xã An Ninh Đông,An Ninh Dong,commune,559,54
13540,Xã An Nội,An Noi,commune,352,35
15709,Xã An Nông,An Nong,commune,397,38
30529,Xã An Nông,An Nong,commune,890,89
21709,Xã Ân Phong,An Phong,commune,544,52
30139,Xã An Phong,An Phong,commune,874,87
30337,Thị Trấn An Phú,An Phu,town,886,89
30514,Phường An Phú,An Phu,ward,890,89
31141,Phường An Phú,An Phu,ward,916,92
27091,Phường An Phú,An Phu,ward,769,79
27502,Xã An Phú,An Phu,commune,783,79
23602,Xã An Phú,An Phu,commune,622,64
25339,Xã An Phú,An Phu,commune,694,70
25975,Phường An Phú,An Phu,ward,725,74
22162,Xã An Phú,An Phu,commune,555,54
23620,Phường An Phú,An Phu,ward,623,64
20356,Phường An Phú,An Phu,ward,502,49
10504,Xã An Phú,An Phu,commune,282,1
10732,Phường An Phụ,An Phu,ward,292,30
18316,Xã Ân Phú,An Phu,commune,441,42
4369,Xã An Phú,An Phu,commune,135,15
29317,Xã An Phú Tân,An Phu Tan,commune,845,84
27625,Xã An Phú Tây,An Phu Tay,commune,785,79
30265,Xã An Phú Thuận,An Phu Thuan,commune,877,87
29128,Xã An Phú Trung,An Phu Trung,commune,836,83
26779,Phường An Phú Đông,An Phu Dong,ward,761,79
31990,Xã An Phúc,An Phuc,commune,960,95
29629,Xã An Phước,An Phuoc,commune,858,86
29950,Xã An Phước,An Phuoc,commune,869,87
23630,Phường An Phước,An Phuoc,ward,623,64
28828,Xã An Phước,An Phuoc,commune,831,83
26383,Xã An Phước,An Phuoc,commune,740,75
10864,Xã An Phượng,An Phuong,commune,294,30
21631,Xã An Quang,An Quang,commune,542,52
29473,Xã An Quảng Hữu,An Quang Huu,commune,849,84
12538,Xã An Quí,An Qui,commune,338,34
29218,Xã An Quy,An Quy,commune,837,83
7075,Xã An Sinh,An Sinh,commune,205,22
10723,Phường An Sinh,An Sinh,ward,292,30
10636,Xã An Sơn,An Son,commune,291,30
11479,Xã An Sơn,An Son,commune,311,31
20350,Phường An Sơn,An Son,ward,502,49
21694,Xã Ân Sơn,An Son,commune,544,52
31114,Xã An Sơn,An Son,commune,912,91
25981,Xã An Sơn,An Son,commune,725,74
6283,Xã An Sơn,An Son,commune,184,20
12847,Xã An Tân,An Tan,commune,341,34
21625,Xã An Tân,An Tan,commune,542,52
23623,Phường An Tân,An Tan,ward,623,64
11956,Phường An Tảo,An Tao,ward,323,33
19816,Phường An Tây,An Tay,ward,474,46
25843,Xã An Tây,An Tay,commune,721,74
22126,Xã An Thạch,An Thach,commune,559,54
25865,Xã An Thái,An Thai,commune,722,74
11677,Xã An Thái,An Thai,commune,313,31
12499,Xã An Thái,An Thai,commune,338,34
28426,Xã An Thái Trung,An Thai Trung,commune,819,82
28414,Xã An Thái Đông,An Thai Dong,commune,819,82
1876,Xã An Thắng,An Thang,commune,60,6
11653,Xã An Thắng,An Thang,commune,313,31
11125,Xã An Thanh,An Thanh,commune,298,30
12541,Xã An Thanh,An Thanh,commune,338,34
28012,Xã An Thạnh,An Thanh,commune,803,80
28951,Xã An Thạnh,An Thanh,commune,833,83
21706,Xã Ân Thạnh,An Thanh,commune,544,52
29200,Xã An Thạnh,An Thanh,commune,837,83
29955,Phường An Thạnh,An Thanh,ward,868,87
23992,Xã An Thành,An Thanh,commune,634,64
25705,Xã An Thạnh,An Thanh,commune,711,72
25963,Phường An Thạnh,An Thanh,ward,725,74
31618,Xã An Thạnh 1,An Thanh 1,commune,945,94
31630,Xã An Thạnh 2,An Thanh 2,commune,945,94
31633,Xã An Thạnh 3,An Thanh 3,commune,945,94
31636,Xã An Thạnh Nam,An Thanh Nam,commune,945,94
31621,Xã An Thạnh Tây,An Thanh Tay,commune,945,94
28639,Xã An Thạnh Thủy,An Thanh Thuy,commune,822,82
30670,Xã An Thạnh Trung,An Thanh Trung,commune,893,89
31624,Xã An Thạnh Đông,An Thanh Dong,commune,945,94
12142,Thị Trấn Ân Thi,An Thi,town,329,33
4417,Xã An Thịnh,An Thinh,commune,136,15
9499,Xã An Thịnh,An Thinh,commune,264,27
22159,Xã An Thọ,An Tho,commune,559,54
11674,Xã An Thọ,An Tho,commune,313,31
31081,Phường An Thới,An Thoi,ward,911,91
31177,Phường An Thới,An Thoi,ward,918,92
28966,Xã An Thới,An Thoi,commune,833,83
27673,Xã An Thới Đông,An Thoi Dong,commune,787,79
29215,Xã An Thuận,An Thuan,commune,837,83
9880,Xã An Thượng,An Thuong,commune,274,1
7285,Xã An Thượng,An Thuong,commune,215,24
10663,Xã An Thượng,An Thuong,commune,288,30
19264,Xã An Thủy,An Thuy,commune,457,44
10495,Xã An Tiến,An Tien,commune,282,1
11641,Xã An Tiến,An Tien,commune,313,31
21703,Xã Ân Tín,An Tin,commune,544,52
25732,Phường An Tịnh,An Tinh,ward,712,72
21622,Xã An Toàn,An Toan,commune,542,52
31987,Xã An Trạch,An Trach,commune,960,95
31988,Xã An Trạch A,An Trach A,commune,960,95
12580,Xã An Tràng,An Trang,commune,338,34
21613,Xã An Trung,An Trung,commune,542,52
23830,Xã An Trung,An Trung,commune,630,64
29275,Xã An Trường,An Truong,commune,844,84
29272,Xã An Trường A,An Truong A,commune,844,84
30577,Xã An Tức,An Tuc,commune,891,89
9151,Xã An Tường,An Tuong,commune,252,26
2512,Phường An Tường,An Tuong,ward,70,8
21721,Xã Ân Tường Tây,An Tuong Tay,commune,544,52
21724,Xã Ân Tường Đông,An Tuong Dong,commune,544,52
12229,Xã An Vĩ,An Vi,commune,330,33
12355,Xã An Viên,An Vien,commune,332,33
26296,Xã An Viễn,An Vien,commune,737,75
21619,Xã An Vinh,An Vinh,commune,542,52
12565,Xã An Vinh,An Vinh,commune,338,34
27718,Xã An Vĩnh Ngãi,An Vinh Ngai,commune,794,80
12547,Xã An Vũ,An Vu,commune,338,34
20347,Phường An Xuân,An Xuan,ward,502,49
22141,Xã An Xuân,An Xuan,commune,559,54
32023,Xã An Xuyên,An Xuyen,commune,964,96
8272,Xã An Đạo,An Dao,commune,233,25
29209,Xã An Điền,An Dien,commune,837,83
25840,Xã An Điền,An Dien,commune,721,74
28957,Xã An Định,An Dinh,commune,833,83
22129,Xã An Định,An Dinh,commune,559,54
13552,Xã An Đổ,An Do,commune,352,35
19358,Phường An Đôn,An Don,ward,462,45
12478,Xã An Đồng,An Dong,commune,338,34
11623,Xã An Đồng,An Dong,commune,312,31
19815,Phường An Đông,An Dong,ward,474,46
11173,Xã An Đức,An Duc,commune,299,30
21712,Xã Ân Đức,An Duc,commune,544,52
29173,Xã An Đức,An Duc,commune,836,83
3310,Xã Ẳng Cang,Ang Cang,commune,102,11
3307,Xã Ẳng Nưa,Ang Nua,commune,102,11
3292,Xã Ẳng Tở,Ang To,commune,102,11
11689,Phường Anh Dũng,Anh Dung,ward,309,31
16579,Xã Anh Sơn,Anh Son,commune,407,38
17329,Thị Trấn Anh Sơn,Anh Son,town,424,40
7948,Phường Âu Cơ,Au Co,ward,228,25
4540,Xã Âu Lâu,Au Lau,commune,132,15
23797,Xã Ayun,Ayun,commune,629,64
23956,Xã Ayun,Ayun,commune,633,64
24048,Xã Ayun Hạ,Ayun Ha,commune,638,64
25069,Xã B' Lá,B' La,commune,680,68
24826,Phường B'Lao,B'Lao,ward,673,68
20485,Xã Ba,Ba,commune,505,49
21526,Xã Ba Bích,Ba Bich,commune,535,51
6970,Thị Trấn Ba Chẽ,Ba Che,town,202,22
30547,Thị Trấn Ba Chúc,Ba Chuc,town,891,89
22732,Xã Ba Cụm Bắc,Ba Cum Bac,commune,575,56
22735,Xã Ba Cụm Nam,Ba Cum Nam,commune,575,56
21511,Xã Ba Cung,Ba Cung,commune,535,51
21499,Xã Ba Dinh,Ba Dinh,commune,535,51
21500,Xã Ba Giang,Ba Giang,commune,535,51
5860,Phường Ba Hàng,Ba Hang,ward,172,19
4981,Thị Trấn Ba Hàng Đồi,Ba Hang Doi,town,159,17
8944,Thị Trấn Bá Hiến,Ba Hien,town,249,26
21508,Xã Ba Khâm,Ba Kham,commune,535,51
31195,Phường Ba Láng,Ba Lang,ward,919,92
21532,Xã Ba Lế,Ba Le,commune,535,51
21502,Xã Ba Liên,Ba Lien,commune,535,51
19570,Xã Ba Lòng,Ba Long,commune,467,45
21535,Xã Ba Nam,Ba Nam,commune,535,51
19576,Xã Ba Nang,Ba Nang,commune,467,45
21505,Xã Ba Ngạc,Ba Ngac,commune,535,51
