discount_id,name,discount_percent,date_created,start_date,end_date,in_use,product_id,vendor_id
33,flash sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,146190,1
34,sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,98878,2
35,sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,176973,2
36,flash sale,10,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,22045,2
37,flash sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,209988,2
38,sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,152199,1
39,flash sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,367625,1
40,flash sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,265923,1
41,flash sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,189070,2
42,flash sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,119693,2
43,sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,102633,2
44,flash sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,82276,2
45,sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,245882,1
46,flash sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,74966,2
47,sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,165923,2
48,sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,376736,2
49,sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,151240,1
50,sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,145101,2
51,flash sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,25143,1
52,flash sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,58772,1
53,sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,50611,2
54,flash sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,174182,2
55,sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,343276,1
56,sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,81141,1
57,flash sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,31772,1
58,sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,64255,2
59,sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,164498,1
60,flash sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,378830,2
61,flash sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,242019,2
62,flash sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,152744,1
63,sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,161097,2
64,flash sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,101765,2
65,sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,204383,1
66,sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,102551,2
67,flash sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,260360,1
68,flash sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,194058,2
69,flash sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,184176,2
70,flash sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,378641,1
71,flash sale,10,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,25119,2
72,flash sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,81668,1
73,flash sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,47075,2
74,sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,285640,1
75,sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,103696,1
76,sale,10,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,174959,1
77,sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,218429,1
78,flash sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,226744,2
79,sale,10,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,283926,1
80,sale,7,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,143832,1
81,sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,204117,2
82,sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,31936,2
83,flash sale,10,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,24323,1
84,sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,278527,2
85,sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,241310,2
86,flash sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,168437,1
87,sale,7,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,32714,1
88,flash sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,148778,1
89,flash sale,10,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,186058,2
90,flash sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,230615,1
91,flash sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,213257,2
92,sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,354020,2
93,sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,186114,2
94,flash sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,257676,2
95,sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,237104,2
96,sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,206302,2
97,sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,181779,1
98,sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,203675,1
99,flash sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,96795,1
100,flash sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,145485,2
101,sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,135729,1
102,sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,231882,2
103,sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,182997,1
104,sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,194018,1
105,flash sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,205819,1
106,sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,215842,2
107,sale,7,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,246946,1
108,sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,228665,2
109,sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,212937,2
110,sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,208300,1
111,flash sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,174243,2
112,flash sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,19310,2
113,sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,377477,2
114,flash sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,23595,2
115,sale,10,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,148797,2
116,flash sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,196313,1
117,sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,182419,2
118,sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,159454,1
119,sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,199722,2
120,flash sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,141411,1
121,sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,189568,2
122,flash sale,7,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,458880,2
123,flash sale,10,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,110507,2
124,sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,46852,2
125,flash sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,219583,2
126,sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,218452,2
127,flash sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,193912,2
128,flash sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,241867,1
129,flash sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,215114,2
130,flash sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,241744,1
131,sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,169070,1
132,flash sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,81621,1
133,flash sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,278688,2
134,sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,207976,1
135,flash sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,86384,1
136,sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,87661,1
137,sale,10,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,152280,1
138,flash sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,266855,1
139,flash sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,247855,1
140,flash sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,190368,2
141,sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,12170,1
142,flash sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,135741,2
143,flash sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,83496,1
144,flash sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,74210,1
145,flash sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,242072,2
146,flash sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,217057,1
147,sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,157836,1
148,sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,20223,2
149,flash sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,234570,2
150,flash sale,10,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,71919,1
151,flash sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,189626,2
152,sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,175361,2
153,flash sale,7,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,194808,2
154,flash sale,7,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,199326,2
155,sale,10,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,146301,1
156,flash sale,7,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,188796,2
157,sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,143473,2
158,sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,222353,1
159,flash sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,378107,2
160,flash sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,213605,1
161,flash sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,224730,2
162,flash sale,10,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,141922,2
163,flash sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,32335,1
164,sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,192548,1
165,flash sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,87640,1
166,flash sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,89058,1
167,flash sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,102330,2
168,flash sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,50371,1
169,flash sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,148605,2
170,sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,150159,1
171,flash sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,19719,2
172,sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,238443,2
173,flash sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,204652,2
174,sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,171238,2
175,sale,7,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,174634,1
176,sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,19944,1
177,flash sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,217960,2
178,sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,110469,1
179,flash sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,89940,1
180,sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,213128,1
181,flash sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,158069,1
182,sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,218296,1
183,sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,236369,2
184,sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,219559,2
185,sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,204748,2
186,flash sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,148593,2
187,sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,216155,2
188,sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,230667,2
189,flash sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,262213,2
190,sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,201016,2
191,flash sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,218373,2
192,sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,257360,1
193,flash sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,268374,1
194,sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,180234,1
195,sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,175008,1
196,flash sale,7,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,235350,1
197,sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,141210,2
198,flash sale,10,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,188172,2
199,flash sale,7,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,180489,2
200,flash sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,263924,1
201,flash sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,238469,1
202,flash sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,234670,1
203,sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,20960,1
204,flash sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,1025268,2
205,sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,176770,2
206,flash sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,198041,1
207,flash sale,7,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,286887,1
208,flash sale,10,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,71301,2
209,sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,19764,1
210,sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,198764,1
211,flash sale,10,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,167910,2
212,flash sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,262975,2
213,flash sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,1237950,1
214,flash sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,198552,2
215,sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,176537,1
216,flash sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,89455,1
217,flash sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,157666,2
218,sale,10,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,303481,2
219,flash sale,10,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,31688,1
220,flash sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,155041,1
221,sale,7,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,80352,2
222,sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,248383,1
223,flash sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,221316,2
224,sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,271451,1
225,flash sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,88845,2
226,sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,224089,1
227,sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,150892,1
228,flash sale,10,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,240886,1
229,sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,75434,2
230,flash sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,40089,1
231,sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,91336,2
232,flash sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,128372,1
233,sale,10,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,85332,2
234,flash sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,100964,2
235,flash sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,264560,2
236,flash sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,9844,1
237,sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,197750,2
238,flash sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,208130,2
239,sale,3,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,23904,1
240,flash sale,4,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,218232,2
241,flash sale,7,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,56695,1
242,sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,275382,2
243,flash sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,159594,1
244,sale,6,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,231200,2
245,sale,7,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,218905,2
246,flash sale,10,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,379236,1
247,sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,197513,2
248,flash sale,10,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,83121,2
249,flash sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,48305,2
250,flash sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,252232,2
251,flash sale,9,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,103695,1
252,sale,5,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,271958,2
253,flash sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,89405,1
254,flash sale,8,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,165796,2
255,flash sale,2,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,19968,1
256,flash sale,7,2024-01-01 00:00:00,2024-01-01 00:00:00,2025-01-01 00:00:00,True,213416,2
