review_id,review_content,review_rating,review_date,product_id,customer_id
2430007,Este precio es demasiado alto en comparación con lo que ofrece el producto.,4,2024-09-17 04:11:34,222353,4
2430039,Cena jest zbyt wysoka.,4,2024-10-16 04:11:34,222353,3
2430066,Bu ürünün fiyatı rekabetçi olarak görülüyor ve günlük ihtiyaçlar için uygun maliyetli çözümler arayan müşterileri çekiyor.,4,2024-10-09 04:11:34,222353,3
2430098,गुणवत्ता अपेक्षाओं के अनुरूप नहीं है.,4,2024-09-16 04:11:34,222353,4
2430153,"Giá của sản phẩm này là không hợp lý, không hài lòng.",4,2024-08-06 04:11:34,222353,3
2430193,इस कीमत के बारे में और सोचने की जरूरत है.,3,2024-09-09 04:11:34,222353,5
2430225,"Za tę cenę uważam, że ten produkt jest naprawdę lepszy w porównaniu do innych opcji dostępnych na rynku.",3,2024-09-28 04:11:34,222353,4
2430327,"Este producto tiene un precio inicial razonable, pero su calidad aún necesita mejorar.",4,2024-08-18 04:11:34,222353,4
87439,Good product,5,2024-10-01 10:23:02,224499,5
313227,धन्यवाद,5,2024-10-07 22:10:15,224499,4
1973536,lovely,5,2024-10-09 10:40:47,224499,4
1973539,Gracias.,5,2024-08-06 10:40:47,224499,5
1973542,Ładny,5,2024-09-02 10:40:47,224499,5
1280447,"Желание улучшить качество, чтобы оно соответствовало цене.",3,2024-08-17 07:23:20,381686,5
3928969,Harga produk ini boleh diterima tetapi tidak cukup untuk menjadikannya mencuri di mata pengguna.,4,2024-09-12 07:23:20,381686,3
4099940,"Pilihan harga yang berpatutan dengan kualiti yang tidak boleh dipertikaikan, pastinya berbaloi untuk dibeli.",3,2024-09-09 07:23:20,381686,3
5894210,"Sản phẩm này mang lại giá trị vượt xa số tiền tôi bỏ ra, thực sự là một món hời không thể bỏ qua.",4,2024-09-30 07:23:20,381686,3
5894278,"Цена этого продукта не настолько дешевая, чтобы ее можно было украсть, она просто нормальная.",3,2024-10-17 07:23:20,381686,4
5894305,该产品需要显着提高质量才能证明其价格合理。,4,2024-10-20 07:23:20,381686,3
5894326,"Mức giá của sản phẩm này không quá hấp dẫn, phù hợp với chất lượng trung bình mà nó mang lại, không có gì đáng chú ý.",4,2024-08-25 07:23:20,381686,5
5894438,テクノロジーを愛し、長年付き合える製品を求める人に適した価格です。,3,2024-08-19 07:23:20,381686,4
5894511,"Ce produit est bon marché, mais la qualité est tout juste suffisante.",3,2024-10-27 07:23:20,381686,5
5894541,Not as good as the last purchase.,4,2024-08-10 07:23:20,381686,4
5894573,"ऊंची कीमत लेकिन उत्पाद आवश्यकताओं को पूरा नहीं करता है, जो बहुत निराशाजनक है।",3,2024-08-25 07:23:20,381686,4
5894587,이 제품은 가격이 보통 수준이고 비싸지는 않지만 매력적인 기능이 부족합니다.,3,2024-08-27 07:23:20,381686,5
5894618,이 가격은 특별한 것은 아니지만 제품이 제공하는 품질에 비해 허용됩니다.,4,2024-10-28 07:23:20,381686,5
5894642,"Barato, mas a qualidade não é garantida, não é adequada para todos.",4,2024-10-24 07:23:20,381686,5
5894675,"Menjadi murah tidak mencukupi, produk memerlukan peningkatan kualiti.",3,2024-10-05 07:23:20,381686,5
5894791,이 제품은 상당히 정상적인 가격으로 즉시 구매하기에 그다지 매력적이지 않습니다.,3,2024-10-16 07:23:20,381686,3
5894834,"Bu ürünün fiyatı çok özel değil, sadece dikkate alınması yeterli",4,2024-10-02 07:23:20,381686,5
5894861,Piyasadaki benzer ürünlere göre fiyatı çok iyi.,4,2024-11-01 07:23:20,381686,4
5894877,与其提供的质量相比，该产品的价格相当高，但是，仍然有一些积极的方面。,3,2024-09-02 07:23:20,381686,4
5894912,Ce prix est vraiment une bonne affaire ; produit de haute qualité à un prix incroyablement abordable.,4,2024-08-22 07:23:20,381686,4
5894986,"पैसे बचाएं, लेकिन संतुष्ट नहीं.",3,2024-10-31 07:23:20,381686,4
849349,"Kualiti produk tidak membenarkan harga yang saya bayar, memerlukan penambahbaikan.",4,2024-10-20 03:44:26,139220,5
849384,Harga produk ini sepadan dengan ketahanan dan ciri modennya.,4,2024-10-02 19:25:36,139220,4
849414,"Конкурентоспособная цена, соответствующая качеству товара, покупкой доволен.",3,2024-10-22 03:44:26,139220,3
871,nice,5,2024-09-26 05:53:30,212056,3
1113,Parfait!,5,2024-08-02 05:53:56,212056,3
5364,ठीक है,5,2024-10-09 06:48:26,212056,5
50390,素晴らしい,5,2024-10-10 08:59:16,212056,5
75621,מוּשׁלָם,5,2024-08-27 09:55:19,212056,3
88517,👍,5,2024-09-17 10:24:47,212056,3
96990,Tuyệt,5,2024-08-06 11:06:07,212056,4
146348,Lindo,5,2024-08-20 13:22:21,212056,5
656574,מוּשׁלָם,5,2024-08-26 10:42:27,212056,4
1376955,설명대로,5,2024-09-07 03:27:56,212056,4
1564435,alles wie beschrieben,5,2024-09-21 04:23:44,212056,3
1564441,In Ordnung,5,2024-10-08 04:23:44,212056,5
1564490,Pas encore utilisé,5,2024-09-11 04:23:45,212056,3
1564493,사랑스러운,5,2024-09-02 04:23:45,212056,5
1564496,محبوب,5,2024-10-20 04:23:45,212056,4
1564504,لطيف - جيد,4,2024-09-12 04:23:45,212056,5
77546,Freddo,5,2024-10-21 09:56:54,224537,4
1973633,Cảm ơn bạn rất tốt.,5,2024-08-14 10:41:38,224537,3
12339,とても順調です,5,2024-09-20 07:08:28,224063,3
87851,अच्छी बात है।,5,2024-09-03 10:23:49,224063,5
304890,बहुत अच्छा,5,2024-08-09 21:33:04,224063,3
847635,קטן מאוד,5,2024-09-20 03:44:06,224063,3
302561,สินค้าดีเยี่ยม,5,2024-09-06 21:20:25,222792,4
414715,olha o tamanho da foto que eles oferecem e olha o que chegou. Estou desapontado,3,2024-09-15 03:05:28,175361,4
414716,ज़रा सा,1,2024-10-02 03:05:28,175361,3
21066,İyi ürün,5,2024-08-01 07:42:29,224730,3
33423,OK,5,2024-10-17 08:11:46,224730,4
93391,todo bien,5,2024-10-26 10:49:04,224730,5
279701,ممتاز,5,2024-09-03 20:15:05,224730,3
1392732,Fajny,5,2024-10-26 04:20:34,224730,3
1974273,"Molto bello, grazie",5,2024-10-22 10:47:38,224730,5
20096,פרימה,4,2024-09-03 07:36:55,160125,5
23759,Buon prodotto,5,2024-08-18 07:46:10,160125,4
46900,מְעוּלֶה,5,2024-09-25 08:49:29,160125,4
222284,Super!,5,2024-10-23 17:36:37,160125,3
222286,Siêu!,5,2024-09-13 17:36:37,160125,5
222287,Gracias.,5,2024-09-28 17:36:37,160125,3
222288,Alright,5,2024-08-29 17:36:37,160125,3
222290,Très agréable.,5,2024-09-24 17:36:37,160125,5
222306,सब कुछ ठीक है,5,2024-10-27 17:36:38,160125,3
222309,अच्छी तरह से काम,5,2024-10-25 17:36:38,160125,4
222312,entsprechend,4,2024-10-06 17:36:38,160125,4
222314,Chức năng của nó có,5,2024-10-13 17:36:38,160125,4
222317,BOM,5,2024-08-22 17:36:38,160125,4
2391168,"उत्पाद की कीमत मेरी अपेक्षाओं की तुलना में बहुत कम है, वास्तव में एक सौदा है।",4,2024-10-03 03:54:48,221228,5
793149,מחיר מצוין עבור מוצר באיכות גבוהה; אני מאוד מרוצה ואשמח,4,2024-09-14 04:09:28,222245,3
1120886,이 제품의 가격은 다소 높지만 애프터 서비스는 훌륭합니다.,4,2024-10-30 04:09:28,222245,3
1294374,Produk ini berharga hebat. Saya telah menyemak pasaran dan mendapati bahawa harga ini adalah salah satu pilihan terbaik untuk kualiti yang anda terima.,3,2024-08-03 04:09:28,222245,5
2424672,"O preço deste produto é razoável, mas necessita de novos recursos para aumentar seu valor.",3,2024-08-15 03:46:21,222245,4
2424688,"Цена на удивление низкая по сравнению с качеством продукции, поистине поразительным.",4,2024-10-09 04:09:28,222245,4
2424706,"Il prezzo di questo prodotto è alto, ma vale sicuramente ogni investimento.",3,2024-10-06 04:09:28,222245,5
2424732,"Товар не оправдал ожиданий, что несколько разочаровало.",4,2024-09-23 04:09:28,222245,3
2424769,Bu ürünün fiyatından gerçekten memnunum. Bütçeme uyuyor ve kalitesi aynı fiyat aralığındaki diğer ürünleri aşıyor.,4,2024-10-05 04:09:28,222245,3
2424807,"Этот продукт имеет разумную цену, высоко ценится за свою надежность и отличное послепродажное обслуживание.",3,2024-10-15 04:09:28,222245,5
2424833,"Harga produk ini adalah sederhana, tidak terlalu mahal tetapi juga tidak rendah, bukan pilihan terbaik.",3,2024-09-10 04:09:28,222245,4
2424862,ราคาของผลิตภัณฑ์นี้ไม่สูงแต่ก็ไม่ได้ต่อรองเพียงในระดับที่ยอมรับได้,4,2024-09-23 04:09:28,222245,5
2424895,"Der Preis dieses Produkts ist nicht niedrig genug, um ein Schnäppchen zu sein, sondern gerade noch akzeptabel.",4,2024-09-03 19:52:06,222245,5
2424928,Không đáng tiền ở mức giá này.,3,2024-08-14 04:09:28,222245,4
2425002,"This product is affordably priced and performs well, I am very satisfied.",4,2024-09-15 04:09:28,222245,3
2425108,"Ten produkt jest niedrogi, odpowiedni dla większości konsumentów, oferuje podstawowe funkcje, ale wymaga ulepszeń, aby był bardziej konkurencyjny.",4,2024-10-27 04:09:28,222245,3
2425196,"Цена приемлемая, но интереса не особо вызывает.",4,2024-08-18 04:09:28,222245,4
2425231,מחיר גבוה אבל שווה את זה עבור האיכות והשירות לאחר המכירה.,4,2024-08-09 04:09:28,222245,4
2425270,ราคาของผลิตภัณฑ์นี้ไม่ได้สร้างความประทับใจมากนัก แต่ยอมรับได้เท่านั้น,4,2024-09-03 04:09:28,222245,3
2425292,سعر هذا المنتج ليس منخفضًا، فهو مناسب للجودة المتوسطة التي يقدمها.,3,2024-09-02 08:13:37,222245,4
2425339,Giá thành của sản phẩm này rất hợp lý so với tính năng và chất lượng vượt trội của nó.,4,2024-09-09 04:09:28,222245,3
2425373,"Harga rendah, kualiti rendah, tidak memenuhi keperluan saya.",3,2024-08-25 05:57:44,222245,4
2425395,السعر مرتفع جدًا مقارنة بما تلقيته، ولا يستحق المال.,4,2024-09-01 04:09:28,222245,5
2425474,Demasiado caro para un producto mediocre.,4,2024-08-05 04:09:28,222245,3
2425514,製品の価格が安すぎるので、品質に疑問を感じます。,4,2024-10-22 04:09:28,222245,3
2425562,제품은 소문이 아닙니다.,3,2024-10-21 04:09:28,222245,4
2880,على ما يرام,3,2024-08-12 06:44:29,220056,4
849723,Thất vọng với sản phẩm nhận được.,4,2024-08-08 05:20:54,181384,4
1322394,Harga produk ini sepadan dengan kualiti yang sangat baik yang diberikannya.,4,2024-09-03 05:20:54,181384,3
1322403,"The product is really poor, expensive.",4,2024-08-21 05:20:54,181384,3
1322412,"Cena tego produktu jest wystarczająca jedynie do rozważenia, niezbyt wysoka, ale też niewystarczająco przekonująca.",4,2024-10-20 05:20:54,181384,4
1322423,"Harga produk ini dianggap sederhana, sesuai dengan kualiti yang diberikan tetapi tidak memberikan kepuasan sepenuhnya kepada pengguna.",4,2024-08-10 05:20:54,181384,3
1322443,이 제품의 가격은 매우 합리적입니다. 나는 구매에 대해 완전히 확신하고 만족합니다.,4,2024-08-07 05:20:54,181384,3
1322451,价格很有吸引力，但产品质量确实令人失望。,5,2024-08-19 05:20:54,181384,4
1322464,"उत्पाद की पेशकश के हिसाब से कीमत बहुत अधिक है, मैं संतुष्ट नहीं हूं।",4,2024-10-12 05:20:54,181384,5
1322472,ผลิตภัณฑ์นี้มีราคาแพงมาก แต่ให้ความคุ้มค่ากับราคามาก,4,2024-10-29 05:20:54,181384,4
1322484,"Vor dem Kauf hatte ich aufgrund des Preises Bedenken hinsichtlich der Qualität eines so günstigen Produkts, aber nach dem Kauf empfand ich das Produkt als sehr hochwertig.",3,2024-09-05 05:20:54,181384,3
1199229,"למוצר זה יש מחיר נורמלי למדי, לא מאוד מפתה לרכישה מיידית.",4,2024-09-06 10:16:41,224244,3
2278422,产品有点贵，但客户服务令我满意。,4,2024-08-09 04:08:19,224244,4
2422001,"Этот продукт имеет конкурентоспособную цену, что помогает мне сэкономить деньги, сохраняя при этом отличное качество.",4,2024-10-29 04:08:19,224244,4
2422037,"Bu rekabetçi fiyat, ürünü rakiplerine göre öne çıkarıyor; Hem fiyattan hem de kaliteden tamamen memnunum.",3,2024-10-29 04:08:19,224244,4
2422119,पूछी गई कीमत के हिसाब से बहुत ख़राब।,3,2024-10-20 04:08:19,224244,5
2422174,هذا المنتج ليس رخيصًا، لكن جودته عالية، ويستحق المال.,4,2024-10-06 04:08:19,224244,3
2422194,"Giá của sản phẩm này làm tôi ngạc nhiên, chất lượng tuyệt vời nhưng giá cả lại rất phải chăng, thực sự đáng mua.",4,2024-10-10 04:08:19,224244,3
2422225,"O preço deste produto é alto em relação aos demais, mas oferece qualidade superior, indicado para quem não se importa em investir em qualidade.",4,2024-09-19 04:08:19,224244,3
2422260,"למוצר הזה יש מחיר ממוצע, לא יקר ולא זול, לא מאכזב קונים.",4,2024-09-01 04:08:19,224244,4
2422292,节省了资金，但在产品质量方面付出了巨大牺牲。,3,2024-09-04 22:42:17,224244,5
2422326,أجد أن سعر هذا المنتج مرتفع جدًا بالنسبة للجودة المقدمة.,3,2024-08-03 04:08:19,224244,3
2422386,Le prix de ce produit est légèrement plus élevé que prévu mais la qualité est louable.,4,2024-09-10 04:08:19,224244,5
2422458,"Sparen Sie zunächst Geld, aber auf lange Sicht wird es aufgrund der schlechten Qualität kostspielig.",4,2024-09-27 04:08:19,224244,3
2422500,"Bom preço, produto de qualidade, continuará a apoiar no futuro.",5,2024-08-14 04:08:19,224244,4
2422537,"Ich bin mit diesem Preis wirklich zufrieden, das Produkt übertrifft die Kosten bei weitem, ist von hoher Qualität und für alle meine Bedürfnisse geeignet.",3,2024-09-03 04:08:19,224244,4
2422602,"El precio del producto es relativamente adecuado para la calidad proporcionada, no sobresaliente.",4,2024-09-09 04:08:19,224244,4
2422659,"Il prezzo è davvero contenuto rispetto alla qualità del prodotto, sono estremamente soddisfatto di questa scelta e consiglio a tutti di prendere in considerazione questo prodotto.",4,2024-10-01 04:08:19,224244,5
7944,Niedlich,4,2024-09-25 06:54:45,221136,3
73202,ممتاز,5,2024-10-13 09:48:38,221136,4
74695,Są urocze,5,2024-10-04 09:54:31,221136,3
90939,Uroczy,3,2024-09-12 10:31:59,221136,5
103776,Schön,5,2024-08-12 11:14:01,221136,5
171481,Sevimli,5,2024-10-07 14:57:06,221136,4
259896,ตรวจสอบกับโฆษณา ส่งมอบตรงเวลา บรรจุอย่างดี,5,2024-10-16 19:15:25,221136,5
1949656,เอาล่ะ,5,2024-08-27 08:44:36,221136,5
1954919,Sont précieux je les recommande,5,2024-10-06 09:09:05,221136,5
1954925,これは良いですね。,5,2024-09-12 09:09:05,221136,5
1954949,👍,5,2024-09-09 09:09:06,221136,3
1954963,Fofinho,5,2024-08-16 09:09:06,221136,4
2701389,제품 가격이 내 기대에 비해 매우 낮습니다. 정말 저렴한 가격입니다.,3,2024-08-09 06:24:05,224860,4
2701393,"Wunsch, die Qualität entsprechend dem Preis zu verbessern.",4,2024-08-25 06:24:05,224860,3
2701398,Price is truly,4,2024-09-22 06:24:05,224860,4
2669447,这个价格算是比较实惠的，虽然产品只满足基本的满意度。,3,2024-10-14 14:31:31,241488,3
2669481,这款产品的价格确实让我惊喜，高品质，价格非常实惠，是一个不错的选择。,4,2024-08-04 14:15:01,241488,3
2669521,"Estoy muy satisfecho con este precio, el producto es muy bueno.",4,2024-08-03 06:09:13,241488,4
2669541,Precisa melhorar a qualidade do produto para não decepcionar os clientes.,4,2024-10-29 06:09:13,241488,4
2669589,الجودة الرديئة لهذا المنتج لا تتناسب مع السعر الذي دفعته.,4,2024-08-24 06:09:13,241488,3
2669647,سعر هذا المنتج مرتفع، لكن ميزاته الفائقة وخدمة ما بعد البيع الممتازة تجعله خيارًا جذابًا.,3,2024-08-09 06:09:13,241488,4
2669742,Il prezzo di questo prodotto è più alto rispetto ad alcuni concorrenti ma offre una chiara differenza in termini di qualità.,4,2024-10-13 06:09:13,241488,4
2669803,"Prima dell'acquisto il prezzo mi metteva in apprensione sulla qualità di un prodotto così economico, ma dopo l'acquisto ho trovato il prodotto di altissima qualità.",4,2024-08-10 06:09:13,241488,3
2669835,"Kecewa betul, tak puas hati.",4,2024-09-17 06:09:13,241488,4
2669851,Harga ini tidak memuaskan hati pembeli sepenuhnya,4,2024-10-10 13:43:13,241488,5
2669884,"Prix ​​​​des produits compétitifs, je suis satisfait de ce prix.",3,2024-08-15 06:09:13,241488,5
2669904,Äußerst attraktiver Preis für,4,2024-10-24 19:27:38,241488,3
2669949,कीमत वास्तव में उचित है; मैं ऐसी कीमत और गुणवत्ता के लिए और अधिक नहीं मांग सकता।,3,2024-10-23 06:09:13,241488,4
2669963,"The price of this product is not too expensive but also not cheap, it's average.",3,2024-10-03 06:09:13,241488,4
2670004,"O preço do produto cabe no orçamento da maioria dos usuários, vale muito a pena adquirir.",4,2024-08-15 06:09:13,241488,3
2670054,Ein günstiger Preis überschattet nicht die schlechte Qualität dieses Produkts.,4,2024-09-01 06:09:13,241488,4
2670111,تحصل على ما تدفعه مقابل، رخيصة ولكن ذات نوعية رديئة للغاية.,4,2024-10-30 06:09:13,241488,5
2670146,"Cena ta odpowiada jakości produktu, przynosząc satysfakcję klientom.",4,2024-10-16 13:11:41,241488,3
2670182,Este precio es demasiado alto en comparación con lo que ofrece el producto.,4,2024-11-03 20:10:05,241488,4
2670239,מחיר זה גבוה מדי עבור מוצר שאיכותו אינה מקובלת; יש צורך בשיפור מהיר.,4,2024-08-24 06:09:13,241488,4
2670260,"Цена на этот продукт очень доступная, я полностью удовлетворен его ценностью, высоким качеством по цене, которая не может быть лучше.",4,2024-10-24 10:15:26,241488,5
2670300,Saya sangat berpuas hati dengan harga ini; ia sepadan dengan kualiti produk yang saya terima.,4,2024-08-05 06:09:13,241488,5
2670324,Harganya memang berpatutan; Saya tidak boleh meminta lebih untuk harga dan kualiti sedemikian.,4,2024-09-26 06:09:13,241488,3
2670369,ราคานี้สะท้อนถึงมูลค่าเฉลี่ยของสินค้าไม่สูงหรือต่ำเกินไปเพียงแต่เพียงพอ,3,2024-09-24 06:09:13,241488,3
2670402,ราคาของผลิตภัณฑ์นี้เป็นที่ยอมรับ โดยพิจารณาจากความต้องการของตลาดในปัจจุบันและคุณสมบัติที่มีให้,4,2024-10-30 06:09:13,241488,4
74247,Good,4,2024-09-16 09:54:02,271958,5
300906,buena calidad,5,2024-09-29 21:16:38,271958,4
681510,very good and arrived fast,5,2024-08-18 01:06:32,271958,4
808553,Harika üretilmiş,5,2024-09-28 03:36:48,271958,4
251872,Siuuuuuooerrvvghjvfg Tavsiye edebilirim!!,5,2024-09-08 18:42:47,175232,4
413580,"Chất lượng rất tốt Giá cả, khả năng chống chịu và kích thước đáng kể. Tôi khuyên bạn nên nó.",5,2024-09-30 03:01:39,175232,5
413581,마음에 들어서 나머지 주소도 구매했어요😊,5,2024-10-23 03:01:39,175232,4
3461892,"The price of this product only warrants consideration, not an immediate purchase.",4,2024-09-25 12:24:54,32025,3
1994766,แคระ,1,2024-09-15 12:42:43,222623,3
1173297,"Produk ini mempunyai harga yang berpatutan, tetapi penambahbaikan dalam kualiti dan ciri diperlukan untuk berdaya saing.",3,2024-10-22 03:26:11,222138,3
2325460,"O produto é caro, não vale a qualidade oferecida.",3,2024-08-05 03:26:11,222138,4
2325492,لا يستحق المال بهذا السعر.,4,2024-10-04 03:26:11,222138,5
2325515,"Цена этого продукта слишком разумна; Я считаю, что это идеальный выбор для моего бюджета.",3,2024-08-26 03:26:11,222138,3
2325554,"उत्पाद की कीमत मेरी अपेक्षाओं की तुलना में बहुत कम है, वास्तव में एक सौदा है।",4,2024-08-17 03:26:11,222138,5
2325594,Das Produkt ist preisgünstig und erfüllt meine Erwartungen an ein wirksames Produkt.,3,2024-08-14 03:26:11,222138,5
2325652,"Этот продукт довольно дорогой, но он обеспечивает отличное соотношение цены и качества.",3,2024-09-13 03:26:11,222138,5
2325692,この製品の価格は平均的なもので、安くもありませんが、高すぎません。,3,2024-09-29 03:26:11,222138,4
2325722,Il prezzo di questo prodotto è sufficiente da considerare ma non abbastanza basso da indurre all'acquisto immediato.,4,2024-08-04 03:26:11,222138,4
2325748,Harganya terlalu tinggi berbanding piawaian pasaran semasa.,4,2024-08-18 03:26:11,222138,5
2325780,이 제품의 가격은 나를 놀라게 합니다. 합리적인 가격에 높은 품질.,4,2024-09-09 03:26:11,222138,3
2325809,"מחיר זה עשוי להרגיש גבוה, אך אין להכחיש את איכות המוצר.",4,2024-09-10 03:26:11,222138,3
2325839,"Produkt nie wart swojej ceny, żałuję.",4,2024-08-20 03:26:11,222138,3
2325875,Cena tego produktu jest naprawdę dużą zaletą.,3,2024-08-03 06:07:33,222138,3
2325958,"इस उत्पाद की कीमत उचित है, इसकी विश्वसनीयता और बिक्री के बाद की उत्कृष्ट सेवा के लिए इसे अत्यधिक सराहा जाता है।",4,2024-09-15 03:26:11,222138,3
2326035,"Billig kaufen, sofort bereuen.",3,2024-09-26 03:26:11,222138,5
2326094,这个产品的价格让我非常满意。我查了一下市场价格，发现这个价格极具竞争力。,4,2024-08-21 15:37:34,222138,4
2326140,"Cena produktu jest zbyt wysoka, nie warta swojej wartości.",4,2024-09-14 13:05:31,222138,3
